#'Trial 7: e = [-1.5, 1.5] with 2251 points and sig = 0.003'
#
#Laurentian,Gaussian,Convoluted Data,Convoluted Data with noise
1.414647732028757269e-03,0.000000000000000000e+00,8.349661599959561824e-04,8.688950060739555285e-04
1.417165906429745459e-03,0.000000000000000000e+00,1.063693298126274205e-03,1.086743306410749028e-03
1.419690810516395030e-03,0.000000000000000000e+00,1.234557399683466937e-03,1.180727366780671929e-03
1.422222468289359009e-03,0.000000000000000000e+00,1.339878464528456575e-03,1.333512352007933241e-03
1.424760903856376422e-03,0.000000000000000000e+00,1.393922099721037764e-03,1.451281036221258643e-03
1.427306141432849737e-03,0.000000000000000000e+00,1.417647128202616236e-03,1.436840145577696591e-03
1.429858205342421666e-03,0.000000000000000000e+00,1.427347074602940830e-03,1.326474312843839171e-03
1.432417120017554554e-03,0.000000000000000000e+00,1.431885845065954425e-03,1.413047699807137760e-03
1.434982910000116071e-03,0.000000000000000000e+00,1.434901752194970952e-03,1.457646683138415569e-03
1.437555599941969667e-03,0.000000000000000000e+00,1.437558472832775776e-03,1.460472027567425975e-03
1.440135214605563077e-03,0.000000000000000000e+00,1.440151008306499994e-03,1.439576334396985282e-03
1.442721778864525933e-03,0.000000000000000000e+00,1.442739251770617549e-03,1.457305022550444903e-03
1.445315317704270845e-03,0.000000000000000000e+00,1.445333020827892397e-03,1.434127474505423119e-03
1.447915856222593183e-03,0.000000000000000000e+00,1.447933637274661633e-03,1.526906460090149756e-03
1.450523419630281264e-03,0.000000000000000000e+00,1.450541265767116283e-03,1.426629486635993226e-03
1.453138033251726545e-03,0.000000000000000000e+00,1.453155943837813489e-03,1.427777326419190805e-03
1.455759722525537493e-03,0.000000000000000000e+00,1.455777697798263728e-03,1.482562520916297713e-03
1.458388513005159318e-03,0.000000000000000000e+00,1.458406553254275708e-03,1.486883006129222171e-03
1.461024430359496740e-03,0.000000000000000000e+00,1.461042535878758972e-03,1.417491495252948567e-03
1.463667500373539354e-03,0.000000000000000000e+00,1.463685671458394471e-03,1.475917886936398008e-03
1.466317748948992852e-03,0.000000000000000000e+00,1.466335985896497504e-03,1.472210399495929882e-03
1.468975202104915237e-03,0.000000000000000000e+00,1.468993505213741320e-03,1.532663594867652830e-03
1.471639885978351728e-03,0.000000000000000000e+00,1.471658255548798306e-03,1.506078672760133947e-03
1.474311826824980295e-03,0.000000000000000000e+00,1.474330263158984879e-03,1.483902017610855750e-03
1.476991051019758928e-03,0.000000000000000000e+00,1.477009554420904416e-03,1.476859535968548911e-03
