     X         I1 (Y=0.2522)     Error1      I2 (Y=0.3649)     Error2      I3 (Y=0.4692)     Error3      I4 (Y=0.5576)     Error4      I5 (Y=0.6193)     Error5      I6 (Y=0.7467)     Error6      I7 (Y=0.8707)     Error7      I8 (Y=0.9907)     Error8       I9 (Y=1.106)     Error9      I10 (Y=1.217)    Error10      I11 (Y=1.321)    Error11      I12 (Y=1.420)    Error12      I13 (Y=1.513)    Error13      I14 (Y=1.598)    Error14      I15 (Y=1.676)    Error15      I16 (Y=1.749)    Error16    
-1.26496E+001  -1.96623E-005   7.21271E-005   6.58078E-005   5.26596E-005   7.63345E-005   4.11432E-005   1.01043E-004   8.06765E-005   8.80330E-005   9.77230E-005   1.34518E-004   7.48917E-005  -3.58265E-005   3.89578E-005   3.54962E-005   5.32842E-005  -7.37351E-005   4.43051E-005   3.28456E-005   4.27492E-005  -6.78009E-006   5.67163E-005   4.27624E-005   5.78362E-005  -7.33534E-005   5.24089E-005  -1.37752E-006   1.16703E-004  -1.36327E-004   1.12791E-004  -1.49617E-004   2.68765E-004
-1.25519E+001   8.16141E-005   7.37591E-005   1.75240E-005   5.08244E-005   2.67515E-005   3.92242E-005   8.49386E-005   7.86462E-005   5.57543E-005   9.40038E-005   8.94190E-005   7.07008E-005   4.19178E-005   4.40124E-005  -5.00640E-005   4.59097E-005   7.15543E-006   5.04977E-005   6.19222E-005   4.41904E-005  -2.76685E-005   5.40106E-005   3.30250E-006   5.36823E-005   9.36760E-005   6.48600E-005   1.03657E-004   1.22866E-004  -1.23159E-004   1.11724E-004   1.97413E-006   2.75485E-004
-1.24542E+001   1.18456E-004   8.53685E-005   7.90875E-006   5.77733E-005   5.61903E-006   4.41428E-005   4.26006E-005   8.76672E-005  -6.63423E-005   9.76093E-005   1.90099E-005   7.50182E-005   9.49093E-006   4.75898E-005   7.34891E-005   6.28512E-005   1.93128E-006   5.71304E-005   6.98215E-005   5.11348E-005  -3.89172E-005   6.04954E-005   3.53338E-006   6.12731E-005   6.82203E-005   7.19451E-005   5.42389E-005   1.35923E-004  -4.62950E-005   1.34091E-004   3.95916E-004   3.46573E-004
-1.23565E+001   2.57043E-005   7.05789E-005   6.67564E-005   5.06525E-005   7.26958E-005   3.95048E-005   2.19326E-004   8.25276E-005  -2.41189E-006   8.80823E-005   1.44402E-005   6.39622E-005  -4.72187E-005   3.63911E-005   5.48602E-005   5.26422E-005   8.59508E-006   4.94985E-005  -5.68225E-005   3.36688E-005   1.07062E-004   6.30141E-005   4.89461E-006   5.26200E-005   3.86132E-005   5.94699E-005  -5.81004E-005   1.07413E-004   2.08594E-004   1.32481E-004   5.75092E-004   3.09203E-004
-1.22588E+001   1.36386E-005   8.43325E-005   1.43531E-004   6.25787E-005   3.30598E-005   4.62569E-005   2.40462E-005   8.92487E-005   5.66405E-005   1.10537E-004   4.45923E-005   7.94346E-005  -3.47369E-005   4.49055E-005   6.60355E-005   6.41444E-005  -5.99997E-006   5.79956E-005  -2.09356E-005   4.42440E-005   1.03808E-004   7.54067E-005   4.44750E-005   6.70355E-005   7.80319E-005   7.49849E-005  -1.03630E-005   1.33732E-004   4.86474E-005   1.46161E-004  -4.00975E-004   2.84870E-004
-1.21612E+001   4.67890E-005   6.82543E-005  -1.56604E-005   4.70131E-005  -1.26145E-005   3.58129E-005   7.70577E-005   7.35019E-005   7.74608E-007   8.46574E-005   1.23412E-005   6.11814E-005  -2.79534E-005   3.63583E-005   1.62012E-005   4.78402E-005   7.05485E-005   5.20929E-005   3.03606E-005   3.92989E-005   3.33122E-006   5.29967E-005   4.93533E-005   5.39144E-005  -1.22718E-005   5.31106E-005  -2.16720E-004   8.90411E-005   1.33665E-005   1.14301E-004  -4.04774E-004   2.26932E-004
-1.20635E+001  -4.48665E-005   6.89906E-005   4.74421E-005   5.06595E-005   3.18500E-005   3.87845E-005   1.31401E-005   7.43832E-005  -1.42167E-004   7.82268E-005   1.26080E-004   7.24098E-005   2.17534E-005   4.20084E-005   1.43440E-005   5.01329E-005   3.36569E-005   5.19157E-005   7.73604E-005   4.48452E-005   2.02392E-005   5.70487E-005   5.86235E-005   5.74246E-005  -2.62940E-005   5.45752E-005   1.09892E-004   1.21819E-004   1.34054E-005   1.20093E-004  -5.49413E-005   2.66851E-004
-1.19658E+001   6.08691E-005   8.14799E-005   1.10314E-004   5.86256E-005   5.05377E-005   4.43535E-005   1.15871E-004   8.91868E-005  -8.68502E-005   9.32307E-005  -1.11675E-004   6.10554E-005  -1.79855E-005   4.40190E-005   1.95569E-005   5.70732E-005  -3.95373E-006   5.51378E-005  -1.84383E-005   4.21287E-005   9.55199E-005   7.09282E-005  -7.26655E-005   5.18306E-005  -2.43976E-005   6.18338E-005  -7.54042E-006   1.26961E-004   1.28253E-005   1.35610E-004   3.64812E-004   3.36443E-004
-1.18681E+001   7.48155E-005   6.74455E-005   3.20006E-005   4.68097E-005   4.31184E-005   3.63323E-005   6.07103E-005   7.11668E-005   7.52949E-005   8.74611E-005   5.33444E-005   6.26203E-005  -6.46031E-006   3.70606E-005  -5.77672E-005   4.11945E-005   9.82252E-006   4.64585E-005   2.32160E-005   3.78968E-005  -6.15953E-005   4.64903E-005   3.92337E-005   5.19647E-005   3.54732E-006   5.30929E-005  -1.66151E-007   1.05048E-004  -2.04021E-005   1.09277E-004   2.18141E-004   2.67290E-004
-1.17704E+001   1.10244E-004   7.16003E-005   8.22055E-005   4.99714E-005   2.79712E-005   3.76343E-005   8.88913E-005   7.57295E-005  -4.32864E-005   8.33282E-005   6.97575E-006   6.21255E-005  -4.00587E-006   3.89500E-005  -9.38069E-006   4.69585E-005  -1.62126E-004   3.12455E-005  -3.89402E-005   3.44016E-005   5.39655E-007   5.39187E-005   1.17315E-004   6.04015E-005   3.76295E-005   5.83035E-005  -2.38170E-005   1.07907E-004  -1.27713E-004   1.05915E-004   3.03446E-004   2.85950E-004
-1.16728E+001   5.61650E-005   7.90781E-005  -1.04967E-006   5.45366E-005   4.47943E-005   4.29745E-005   6.75652E-007   8.10219E-005  -2.37742E-005   9.56568E-005  -1.09396E-004   5.92556E-005   5.86260E-005   4.91314E-005   6.50099E-005   5.92156E-005  -2.51503E-005   5.14925E-005  -2.43276E-006   4.24303E-005   9.18761E-005   6.88374E-005  -8.25221E-005   4.90293E-005   9.31756E-005   7.06154E-005  -3.22792E-005   1.20998E-004  -1.43075E-004   1.18126E-004  -1.16837E-005   2.96580E-004
-1.15751E+001   9.51046E-005   6.62447E-005   1.49179E-005   4.52514E-005   6.78513E-006   3.45038E-005   1.87190E-004   7.44321E-005   5.24986E-005   8.38143E-005   2.73585E-005   5.92517E-005  -1.66176E-005   3.53077E-005   3.39108E-005   4.67563E-005   5.21695E-005   4.84309E-005   4.47822E-005   3.85030E-005   3.34362E-005   5.26499E-005   5.38612E-005   5.17582E-005  -2.05085E-005   4.97663E-005  -4.75673E-005   9.84660E-005   1.08355E-005   1.08504E-004   2.84555E-004   2.65020E-004
-1.14774E+001   6.39781E-005   8.07048E-005  -2.72769E-005   5.48198E-005   1.90363E-005   4.29420E-005   8.62062E-005   8.68819E-005  -7.69210E-005   9.26312E-005  -7.24344E-005   6.38186E-005  -7.83319E-006   4.43488E-005   1.29800E-005   5.58902E-005   1.65793E-005   5.64693E-005  -1.92411E-005   4.14534E-005   1.42054E-005   6.31912E-005  -4.09281E-005   5.43927E-005   1.15576E-005   6.45333E-005   1.14244E-004   1.36816E-004   2.37158E-005   1.34971E-004  -1.54934E-004   2.88284E-004
-1.13797E+001   3.13297E-005   6.61934E-005   2.22590E-005   4.65748E-005   1.40301E-005   3.55873E-005   7.20380E-005   7.16523E-005  -3.43894E-005   8.01055E-005  -2.05917E-005   5.72262E-005   6.97690E-006   3.79924E-005  -4.33913E-005   4.21357E-005   3.89759E-005   4.87250E-005   6.02145E-006   3.65579E-005  -4.74789E-005   4.74604E-005  -2.73298E-006   4.85803E-005  -1.43987E-005   5.15525E-005   1.55977E-005   1.06165E-004   5.35423E-005   1.14362E-004   1.29058E-004   2.61131E-004
-1.12820E+001   9.44284E-005   6.48372E-005   9.49543E-005   4.57638E-005   1.41231E-005   3.39347E-005   8.20394E-005   6.87608E-005  -6.24994E-005   7.44014E-005   1.10040E-005   5.68443E-005  -1.08133E-005   3.49393E-005   2.72667E-005   4.53291E-005  -3.84931E-005   4.03167E-005   1.17952E-005   3.53022E-005   1.79127E-005   5.03985E-005   7.75346E-006   4.71603E-005  -5.12922E-005   4.60742E-005   9.49223E-005   1.07181E-004   1.14607E-004   1.13121E-004  -3.78064E-004   2.10845E-004
-1.11844E+001   7.90728E-006   7.76773E-005   1.61640E-005   5.50780E-005   1.03203E-004   4.48393E-005   4.90375E-005   8.37969E-005  -2.80070E-005   9.54676E-005   1.04311E-004   7.85508E-005  -2.39345E-005   4.22223E-005   5.14269E-005   5.84190E-005   4.81835E-005   5.86588E-005   1.41656E-005   4.41239E-005   9.60501E-005   6.96234E-005   4.12482E-005   6.18943E-005   4.77749E-005   6.70354E-005   6.34892E-005   1.30405E-004   4.54007E-005   1.34951E-004  -4.70246E-005   2.94065E-004
-1.10867E+001  -7.46543E-005   6.17477E-005   6.50003E-005   4.64583E-005  -2.26046E-005   3.39201E-005   4.53948E-005   6.90895E-005   3.21025E-005   8.29823E-005   4.84899E-005   6.11182E-005  -4.28402E-005   3.33530E-005  -9.40816E-006   4.38738E-005   1.00012E-006   4.47653E-005   2.85299E-005   3.75750E-005  -2.26234E-005   4.85220E-005  -1.91224E-005   4.61740E-005   7.80049E-005   5.76586E-005  -3.54824E-005   9.98423E-005   1.61159E-004   1.19379E-004  -1.34079E-004   2.36235E-004
-1.09890E+001   7.98575E-005   6.54112E-005   5.26477E-005   4.56463E-005   1.82299E-005   3.45347E-005   3.72806E-005   6.78820E-005   1.48624E-005   8.08007E-005   4.38740E-005   6.00501E-005   3.09179E-005   3.84734E-005   5.35757E-005   4.78579E-005   9.95485E-005   5.16386E-005   4.84114E-005   3.85974E-005  -3.32553E-005   4.70073E-005   8.89821E-005   5.41423E-005   3.22087E-005   5.35526E-005   2.43037E-005   1.03404E-004  -1.84180E-005   1.05585E-004  -7.54119E-005   2.37700E-004
-1.08913E+001   1.25998E-004   7.72058E-005   8.49635E-005   5.35641E-005   7.98340E-005   4.17440E-005  -9.31640E-006   7.62020E-005  -3.02223E-005   8.99662E-005   2.84986E-005   6.82547E-005   8.55850E-006   4.26935E-005   2.19526E-005   5.28347E-005   4.05245E-005   5.47914E-005  -5.19686E-006   3.99061E-005   8.22213E-005   6.47422E-005   2.43784E-005   5.69687E-005  -3.83627E-005   5.53452E-005   1.58276E-004   1.31406E-004   1.03015E-004   1.32100E-004   2.09808E-004   2.99324E-004
-1.07936E+001   2.54621E-005   6.35370E-005   5.89890E-005   4.55309E-005   7.38234E-005   3.57334E-005   1.27865E-004   7.13964E-005  -8.80655E-005   7.30652E-005   5.31798E-006   5.69510E-005  -2.04470E-005   3.44854E-005  -9.13341E-006   4.30939E-005  -1.33766E-005   4.27647E-005  -3.97013E-008   3.46950E-005  -5.38807E-005   4.49341E-005   2.86903E-005   4.93042E-005   1.89074E-005   5.22460E-005   1.12479E-004   1.09643E-004   1.27772E-004   1.15218E-004   1.95041E-004   2.56241E-004
-1.06960E+001  -1.24820E-005   6.78997E-005   6.71387E-005   4.97084E-005   6.30280E-005   3.85992E-005   8.29610E-005   7.56481E-005   1.85076E-005   8.76957E-005  -2.47782E-005   5.94163E-005  -1.79633E-005   3.76923E-005   4.38166E-005   5.11184E-005   3.24912E-005   5.05896E-005  -1.48927E-005   3.63784E-005  -5.56952E-005   4.86135E-005   5.65120E-005   5.60605E-005  -1.94502E-005   5.33940E-005   1.51135E-004   1.22512E-004   1.54533E-005   1.16875E-004   4.94438E-004   3.01341E-004
-1.05983E+001   1.56019E-004   6.75550E-005   9.22981E-005   4.64019E-005   2.90557E-005   3.47857E-005   1.40758E-004   7.23627E-005   9.76135E-005   8.62954E-005   2.57910E-005   5.87435E-005   2.52449E-005   3.80846E-005   6.30307E-006   4.44502E-005   1.54724E-005   4.53534E-005  -1.75378E-005   3.33495E-005   3.47677E-005   5.24625E-005   6.09301E-005   5.21439E-005   1.07315E-005   5.18301E-005   3.15881E-005   1.03926E-004  -5.09559E-005   1.02921E-004   3.25707E-004   2.66936E-004
-1.05006E+001  -6.09172E-005   5.90674E-005   8.22815E-005   4.46092E-005  -6.09623E-006   3.26826E-005   9.14394E-005   6.78347E-005   2.17214E-005   7.83859E-005  -4.33028E-005   5.14498E-005  -3.49011E-005   3.22174E-005   2.37728E-005   4.41832E-005  -4.03550E-005   3.90561E-005   5.11024E-007   3.36683E-005   7.95445E-005   5.39579E-005   8.98495E-005   5.25242E-005  -4.90090E-006   4.87617E-005  -2.75080E-007   9.77734E-005   2.75287E-004   1.21383E-004   1.93423E-004   2.48659E-004
-1.04029E+001   1.26944E-004   7.67166E-005  -5.46938E-005   4.98472E-005   4.06196E-005   4.03071E-005  -1.77409E-005   7.49820E-005  -8.50144E-005   8.41813E-005  -4.25755E-005   6.12364E-005   8.19015E-006   4.22911E-005  -5.13038E-005   4.56127E-005   2.58617E-005   5.30960E-005  -4.07868E-005   3.58029E-005   2.47432E-005   5.93785E-005   2.85106E-005   5.69462E-005  -4.60567E-005   5.37857E-005  -6.74392E-006   1.15689E-004  -1.04905E-004   1.13093E-004   6.13116E-005   2.84557E-004
-1.03052E+001   1.47881E-004   6.13381E-005   3.78456E-005   4.12320E-005  -8.52878E-006   3.07244E-005   7.02772E-005   6.31175E-005   3.83431E-005   7.49466E-005   2.50622E-005   5.34153E-005   8.99901E-006   3.35515E-005   1.92992E-006   4.01132E-005  -6.73202E-005   3.42958E-005   2.07629E-005   3.32634E-005  -4.52220E-006   4.48100E-005   1.40730E-005   4.39912E-005  -2.54368E-005   4.42700E-005   1.73775E-004   1.04834E-004  -3.01959E-006   9.68708E-005   6.66789E-005   2.25753E-004
-1.02076E+001   2.50516E-005   6.13833E-005   1.13047E-004   4.50928E-005   3.23383E-005   3.35632E-005  -2.83093E-005   6.22817E-005   9.47403E-005   8.30413E-005   6.74784E-005   5.95864E-005   5.13586E-005   3.85488E-005  -1.96190E-005   4.07360E-005  -6.26361E-006   4.18365E-005   8.95656E-005   4.02855E-005   4.17713E-005   5.10961E-005   1.20042E-005   4.63607E-005  -3.84350E-005   4.56530E-005   9.61603E-005   1.05139E-004   1.31205E-005   1.03649E-004  -3.31756E-004   2.06627E-004
-1.01099E+001   1.21765E-004   7.21504E-005   4.66818E-005   4.92288E-005  -1.32652E-005   3.63822E-005   1.07359E-004   7.69022E-005  -6.04556E-005   8.11770E-005   3.27378E-005   6.41717E-005   3.22076E-005   4.18246E-005   2.52422E-005   4.96740E-005   6.05160E-005   5.30993E-005   6.23028E-005   4.31296E-005   5.21431E-005   5.83492E-005   4.72175E-005   5.53770E-005  -1.03388E-005   5.40756E-005  -1.91403E-004   8.97541E-005   1.14591E-005   1.16378E-004   1.77116E-004   2.77690E-004
-1.00122E+001   3.45880E-005   5.69319E-005   6.65134E-006   3.96782E-005   3.05675E-005   3.09493E-005   8.38461E-005   6.22431E-005  -8.18318E-008   7.07209E-005   5.36428E-005   5.41486E-005   4.13512E-006   3.24227E-005  -1.50929E-005   3.79137E-005   1.50819E-005   4.02888E-005   5.73117E-006   3.13695E-005   1.11696E-004   5.20269E-005   6.80360E-005   4.70418E-005   1.52758E-004   5.59422E-005   8.52481E-005   9.63680E-005   1.29412E-004   1.03419E-004  -2.85241E-005   2.13658E-004
-9.91453E+000  -2.06235E-005   5.85812E-005  -9.33967E-006   4.16424E-005   1.40326E-005   3.23122E-005   1.24995E-004   6.76433E-005   1.04309E-005   7.55405E-005   1.82988E-004   6.59616E-005  -2.19917E-005   3.22424E-005   1.14002E-006   4.13618E-005  -3.31232E-005   3.84509E-005   6.11755E-005   3.74732E-005  -2.73020E-005   4.43148E-005   2.05507E-005   4.60040E-005   1.17996E-005   4.87997E-005  -6.21077E-005   8.97931E-005   7.56412E-005   1.05731E-004   1.74692E-004   2.41271E-004
-9.81685E+000   6.88686E-005   6.91887E-005   2.54018E-005   4.78578E-005   6.44717E-005   3.79771E-005   1.44508E-004   7.73685E-005   9.78573E-006   8.53183E-005  -4.02642E-005   5.66247E-005   3.90743E-005   4.16569E-005   1.29228E-006   4.67573E-005   5.13590E-005   5.14304E-005   8.97911E-005   4.46358E-005  -4.61725E-005   4.81965E-005   5.70552E-005   5.53144E-005   1.02156E-006   5.41393E-005   9.71420E-005   1.16290E-004   1.47001E-004   1.25046E-004   1.34202E-004   2.69293E-004
-9.71917E+000   6.70791E-005   5.61658E-005  -5.94867E-005   3.72343E-005   4.09280E-005   3.03068E-005   9.90690E-005   6.11229E-005   6.19228E-005   7.26207E-005   6.51314E-005   5.34199E-005  -1.45901E-005   3.01104E-005  -1.54036E-005   3.67414E-005   5.00525E-005   4.17390E-005   1.90561E-005   3.14665E-005   8.75610E-005   4.90967E-005  -1.37706E-005   3.94794E-005   5.08177E-005   4.76994E-005  -4.16464E-005   8.39719E-005  -4.33613E-005   8.89020E-005  -1.52757E-004   1.98046E-004
-9.62149E+000   7.69819E-005   7.03414E-005   4.97669E-005   4.90143E-005   9.20448E-005   3.92735E-005   3.96838E-006   7.12326E-005  -3.89998E-005   8.22782E-005   5.79566E-005   6.59920E-005   6.81361E-006   3.94694E-005   3.62538E-005   5.03686E-005   3.25844E-005   5.04306E-005   8.51542E-005   4.49485E-005   2.20324E-005   5.54167E-005   8.70162E-005   5.87563E-005  -5.47576E-005   4.90431E-005   1.27371E-005   1.10027E-004  -1.00433E-004   1.05547E-004  -8.91825E-005   2.52816E-004
-9.52381E+000   1.09919E-004   5.90279E-005  -7.21555E-006   3.93716E-005   2.24577E-005   3.07451E-005   1.21147E-004   6.38814E-005   2.97656E-005   7.26778E-005  -1.70175E-005   4.90598E-005   3.03998E-005   3.42953E-005   4.53311E-005   4.22562E-005   9.18729E-005   4.60308E-005   6.57460E-005   3.58402E-005   4.48098E-005   4.75129E-005   6.85256E-005   4.72244E-005   7.65731E-005   5.10332E-005   1.16441E-004   9.88464E-005   1.96836E-005   9.61007E-005   4.68805E-004   2.48199E-004
-9.42613E+000   7.48445E-005   5.53530E-005  -1.66292E-005   3.73450E-005   3.18230E-006   2.88375E-005   1.31208E-004   6.13329E-005   3.40840E-005   6.95676E-005   1.40309E-004   5.72531E-005   7.72426E-006   3.11435E-005   1.17796E-005   3.80020E-005   6.68681E-005   4.22163E-005   3.25233E-005   3.18887E-005  -1.79924E-005   4.05668E-005   4.46172E-005   4.33111E-005  -1.09120E-005   4.21886E-005  -7.17280E-007   8.55866E-005   1.33784E-004   9.91428E-005  -2.38669E-004   1.87428E-004
-9.32845E+000   9.04923E-006   6.66638E-005   8.76803E-005   4.89283E-005  -1.41241E-005   3.53600E-005  -1.61791E-006   6.95043E-005  -5.05250E-005   7.95564E-005  -7.16115E-005   5.28834E-005  -4.74281E-005   3.35480E-005  -3.04586E-005   4.34190E-005  -2.24288E-005   4.40790E-005   5.44807E-006   3.71854E-005   5.27763E-005   5.71334E-005  -4.17023E-006   4.91782E-005   5.21562E-005   5.84818E-005  -6.89027E-005   9.96677E-005   2.16689E-004   1.29858E-004   2.85558E-004   2.80273E-004
-9.23077E+000  -3.01304E-005   5.42678E-005   3.20849E-006   3.90354E-005   8.35160E-005   3.18380E-005   3.78018E-005   5.95290E-005   5.95100E-005   7.36713E-005  -3.83597E-005   4.66873E-005   5.42941E-005   3.54903E-005  -2.39997E-005   3.66001E-005  -2.32279E-005   3.65661E-005  -3.96166E-006   3.01471E-005   7.29457E-005   4.89631E-005   8.91774E-005   4.81667E-005   1.27264E-004   5.39489E-005  -1.57024E-004   7.47881E-005  -4.66471E-005   8.99330E-005   1.15710E-004   2.21082E-004
-9.13309E+000   3.58481E-005   5.50669E-005   2.71780E-005   3.87193E-005   2.97135E-005   2.99091E-005   3.60947E-005   5.82771E-005  -6.25142E-005   6.38816E-005   5.16057E-005   5.23748E-005   7.72830E-006   3.15875E-005   5.67214E-005   4.16955E-005  -7.93621E-006   3.71045E-005  -3.10735E-005   2.72380E-005  -2.20087E-005   4.07731E-005  -2.55403E-005   3.82077E-005   2.71796E-005   4.58007E-005   1.59881E-004   9.88750E-005   1.15102E-004   9.94456E-005   3.67625E-004   2.34060E-004
-9.03541E+000   1.63841E-004   6.73370E-005   1.30289E-005   4.41700E-005  -2.60457E-007   3.34937E-005   4.52807E-005   6.74281E-005   1.09134E-005   7.93136E-005   2.37991E-005   5.79296E-005  -5.23468E-006   3.51846E-005  -2.65112E-005   4.09352E-005  -2.34248E-005   4.11032E-005  -1.10320E-005   3.32591E-005   5.13989E-005   5.34426E-005   2.04027E-005   4.83509E-005  -4.22752E-005   4.60239E-005   4.07518E-005   1.03492E-004   2.44261E-004   1.23813E-004   9.39800E-005   2.47268E-004
-8.93773E+000   9.49842E-005   5.67274E-005   4.43110E-005   3.90501E-005   4.65119E-005   3.03285E-005   4.13198E-005   5.85078E-005   4.82403E-005   7.15166E-005   9.37815E-005   5.52621E-005   9.00407E-005   3.71477E-005  -1.81520E-005   3.62798E-005   6.42164E-005   4.27262E-005   4.92639E-005   3.36193E-005  -1.79471E-005   4.10904E-005  -3.55161E-005   3.72824E-005   1.03051E-005   4.44781E-005  -5.57816E-005   8.21684E-005  -9.95750E-005   8.39548E-005   2.36487E-004   2.25298E-004
-8.84005E+000   1.36434E-005   6.45163E-005   7.48110E-006   4.54317E-005  -4.82085E-006   3.44052E-005   2.05661E-005   6.82773E-005  -3.51776E-005   7.79632E-005   8.73404E-005   6.50847E-005  -2.58591E-005   3.43537E-005   7.55857E-005   5.10227E-005   1.11556E-004   5.47013E-005  -1.53819E-005   3.38477E-005   2.32183E-006   5.06674E-005  -3.91438E-006   4.74794E-005   1.11324E-004   6.16847E-005   2.54755E-004   1.25303E-004   2.04938E-005   1.10207E-004  -7.95365E-005   2.39558E-004
-8.74237E+000   2.04829E-005   5.12891E-005  -4.57664E-006   3.57527E-005  -1.98296E-005   2.68711E-005   9.27780E-005   5.70818E-005  -1.30847E-006   6.40030E-005  -1.83351E-005   4.43265E-005   3.67619E-005   3.16478E-005  -5.00868E-005   3.15311E-005   1.87067E-005   3.68933E-005   5.29169E-005   3.18917E-005   4.47864E-005   4.32772E-005   9.78463E-005   4.51561E-005   2.82794E-005   4.31312E-005  -1.15001E-004   7.19638E-005   7.96005E-005   9.12640E-005   2.71433E-005   1.97434E-004
-8.64469E+000   1.18446E-004   5.58704E-005   3.13958E-005   3.77395E-005   7.92223E-006   2.85489E-005  -4.51709E-005   5.30278E-005   9.67486E-006   6.70443E-005   9.06592E-005   5.36908E-005   4.20753E-005   3.31516E-005   2.60499E-005   3.85340E-005   7.57321E-006   3.73255E-005   1.93172E-005   3.05536E-005  -4.50213E-006   4.10160E-005   6.43545E-005   4.43633E-005   3.73139E-005   4.53755E-005   6.82703E-005   8.97785E-005   5.71307E-005   9.30011E-005   5.00999E-004   2.37081E-004
-8.54701E+000   1.03398E-004   6.60963E-005   4.98077E-005   4.53956E-005   4.85612E-005   3.52386E-005   6.87126E-005   6.92654E-005   5.61573E-005   8.35913E-005   1.05056E-004   6.51565E-005   3.89368E-005   3.92655E-005  -2.90414E-005   4.09290E-005   1.17180E-004   5.41074E-005  -8.59789E-006   3.37296E-005   2.08397E-005   5.12701E-005   5.21625E-006   4.73138E-005  -2.04956E-005   4.85060E-005   1.27061E-005   1.01794E-004   3.73469E-005   1.09175E-004   2.67355E-004   2.64199E-004
-8.44933E+000   5.02464E-005   5.11691E-005   4.73404E-005   3.60702E-005   2.81396E-005   2.75496E-005   6.35548E-005   5.49042E-005  -1.53435E-006   6.28055E-005   1.37465E-004   5.38627E-005  -9.27780E-006   2.78984E-005   1.09552E-005   3.54916E-005  -1.48840E-005   3.35823E-005   2.60422E-005   2.94702E-005   3.16815E-005   4.15917E-005   9.58945E-005   4.43112E-005   2.37815E-006   4.03992E-005   2.41983E-005   8.18591E-005  -1.62812E-005   8.31507E-005   2.47352E-004   2.08959E-004
-8.35165E+000  -2.62460E-005   5.14887E-005   3.42935E-006   3.70113E-005   5.30893E-006   2.83477E-005   8.87236E-005   5.88003E-005   1.01548E-004   7.28798E-005   6.62404E-005   5.19422E-005  -5.96121E-006   2.95442E-005   3.42989E-005   3.90069E-005   5.70345E-005   4.10788E-005   5.84305E-005   3.34070E-005   2.62096E-006   4.13939E-005  -5.67393E-005   3.38191E-005   4.52743E-005   4.58655E-005  -5.58299E-005   7.92113E-005   1.44642E-004   9.87091E-005   5.82664E-005   2.05933E-004
-8.25397E+000   2.42717E-005   5.97226E-005   7.53581E-005   4.33265E-005   6.96772E-005   3.38032E-005   4.27684E-005   6.39876E-005  -8.66952E-005   6.71699E-005   1.58714E-004   6.54462E-005  -3.03235E-005   3.10683E-005   2.24708E-005   4.29862E-005   4.50607E-005   4.52694E-005  -2.53907E-005   3.00591E-005   7.17636E-005   5.26741E-005   1.18923E-004   5.44356E-005   1.53826E-004   6.04135E-005   1.38902E-005   9.59552E-005   1.14951E-005   1.00709E-004   3.93779E-004   2.59057E-004
-8.15628E+000  -7.80822E-006   4.78967E-005  -9.68215E-006   3.38148E-005   7.53185E-005   2.77674E-005   5.02855E-005   5.26068E-005   4.83440E-005   6.39213E-005   8.51673E-006   4.39406E-005  -4.41910E-005   2.42226E-005   3.08036E-005   3.57069E-005   1.30100E-005   3.46377E-005   1.32852E-005   2.76041E-005   2.10893E-006   3.80623E-005  -2.31860E-005   3.40380E-005   4.58712E-005   4.23173E-005   9.75626E-005   8.45954E-005  -1.39068E-004   7.10940E-005   5.61226E-005   1.89461E-004
-8.05860E+000   5.03026E-005   5.37459E-005   3.04851E-005   3.75360E-005   4.25989E-005   2.93138E-005  -4.83028E-005   5.24264E-005  -3.27675E-005   6.35668E-005  -1.22303E-005   4.60457E-005   4.73136E-005   3.35067E-005   3.67057E-005   3.92160E-005   7.68455E-005   4.26642E-005  -2.94658E-005   2.62034E-005  -4.49831E-006   4.07511E-005   3.75712E-005   4.22527E-005   9.54994E-006   4.29990E-005  -1.44520E-004   7.04510E-005  -1.57272E-004   7.54243E-005   1.00259E-004   2.09073E-004
-7.96092E+000   9.40323E-006   5.52065E-005   3.11817E-005   3.94819E-005   6.15063E-005   3.13483E-005   7.09315E-005   6.10657E-005   4.20520E-005   7.25427E-005  -6.80674E-005   4.33205E-005  -7.93155E-006   3.08386E-005   2.46693E-005   4.03020E-005  -1.43926E-006   3.82263E-005   4.86777E-006   3.07728E-005  -6.03301E-005   3.74092E-005   8.50776E-005   4.84172E-005   1.71587E-005   4.58892E-005  -8.35808E-005   8.02524E-005  -1.17956E-004   8.28130E-005   2.28451E-005   2.13514E-004
-7.86324E+000   8.60013E-005   4.92535E-005  -9.09848E-006   3.29705E-005   6.65640E-005   2.69083E-005   6.54719E-005   5.19627E-005  -6.32279E-005   5.49255E-005  -4.24658E-006   4.19292E-005   3.04610E-005   2.90342E-005   4.39732E-005   3.57432E-005   4.36993E-005   3.60783E-005   4.92578E-005   2.95181E-005   3.04106E-005   3.92302E-005  -7.19918E-008   3.50602E-005  -1.50761E-005   3.66849E-005   9.45397E-005   8.24225E-005  -2.51896E-005   7.76413E-005   1.31657E-004   1.90052E-004
