     X         I1 (Y=0.2522)     Error1      I2 (Y=0.3649)     Error2      I3 (Y=0.4692)     Error3      I4 (Y=0.5576)     Error4      I5 (Y=0.6193)     Error5      I6 (Y=0.7467)     Error6      I7 (Y=0.8707)     Error7      I8 (Y=0.9907)     Error8       I9 (Y=1.106)     Error9      I10 (Y=1.217)    Error10      I11 (Y=1.321)    Error11      I12 (Y=1.420)    Error12      I13 (Y=1.513)    Error13      I14 (Y=1.598)    Error14      I15 (Y=1.676)    Error15      I16 (Y=1.749)    Error16    
-7.76556E+000   1.57433E-005   5.85664E-005   3.76717E-005   4.18871E-005   6.75340E-005   3.33327E-005   7.72584E-006   6.12722E-005   4.26856E-005   7.67644E-005  -4.69178E-006   5.18184E-005   7.28247E-006   3.39504E-005   1.09334E-005   4.14271E-005   1.34872E-005   4.18563E-005   8.07796E-005   3.91688E-005   6.50253E-005   5.16140E-005   7.64940E-005   5.05404E-005  -1.76486E-005   4.50979E-005   6.92688E-005   9.97615E-005  -9.92190E-005   8.91526E-005   4.17402E-004   2.58574E-004
-7.66788E+000   5.52595E-005   4.97396E-005   1.54066E-005   3.43328E-005   2.12370E-005   2.65254E-005   4.88102E-005   5.26696E-005  -9.73459E-005   5.37211E-005   1.98125E-005   4.48323E-005   1.08300E-005   2.84405E-005   6.90648E-008   3.35780E-005   4.72409E-005   3.73513E-005   1.44729E-005   2.77596E-005  -8.75386E-006   3.72173E-005  -6.35243E-006   3.54599E-005   5.49235E-005   4.31569E-005   6.58220E-005   8.25573E-005   3.24034E-005   8.38599E-005   2.19885E-005   1.87247E-004
-7.57020E+000   9.78028E-005   4.86642E-005   7.34270E-005   3.38812E-005   5.91485E-005   2.62475E-005   1.08900E-004   5.27672E-005  -1.68291E-005   5.70107E-005   1.31590E-005   4.23695E-005  -4.78763E-006   2.60594E-005  -8.44783E-006   3.14582E-005   3.72471E-005   3.49764E-005   8.16246E-006   2.60484E-005   3.48633E-005   3.88412E-005   4.40203E-005   3.77924E-005   4.29905E-005   4.03941E-005   8.00009E-005   7.99225E-005  -1.23758E-004   6.87274E-005   2.38644E-005   1.79033E-004
-7.47252E+000   6.32425E-005   5.91997E-005   2.32383E-005   4.08508E-005   7.33262E-005   3.29629E-005   8.91247E-005   6.44672E-005   5.16433E-005   7.62126E-005   1.25742E-005   5.24811E-005  -1.72838E-005   3.11425E-005  -4.06173E-005   3.59075E-005   2.01495E-005   4.17987E-005  -7.67502E-006   3.07522E-005   1.32079E-004   5.62552E-005  -3.81676E-005   3.85833E-005  -3.65022E-005   4.23416E-005  -2.36601E-005   8.93051E-005  -3.26870E-005   9.36776E-005  -3.22055E-005   2.16898E-004
-7.37484E+000  -6.12169E-005   4.53721E-005   9.63844E-006   3.35354E-005  -5.79685E-006   2.53113E-005   3.25284E-005   5.09419E-005   1.00294E-005   6.03136E-005  -9.03116E-005   3.50414E-005   3.84044E-005   2.98234E-005   2.41036E-005   3.46654E-005   6.18950E-005   3.77391E-005   3.05920E-005   2.84511E-005   3.25704E-005   3.97047E-005   5.85341E-005   3.99095E-005  -1.55178E-005   3.68276E-005   2.22961E-004   9.21705E-005   9.94879E-005   8.68230E-005   1.81337E-004   1.95014E-004
-7.27716E+000   9.86944E-005   4.93562E-005  -1.89338E-006   3.28847E-005   5.16663E-005   2.64261E-005   5.77564E-005   5.13878E-005   9.90714E-005   6.52844E-005   3.21740E-005   4.42908E-005   4.65259E-005   2.99996E-005  -3.82056E-005   2.94929E-005   9.29425E-006   3.33055E-005   5.22108E-005   2.96549E-005  -2.46800E-005   3.46709E-005   8.87916E-005   4.15982E-005  -6.87148E-006   3.70729E-005   7.79123E-005   8.08935E-005  -3.66658E-005   7.62012E-005  -5.64193E-005   1.75319E-004
-7.17948E+000  -3.91375E-005   5.23577E-005   2.89064E-005   3.85865E-005  -3.50143E-005   2.79095E-005   5.80569E-005   5.92390E-005  -2.16555E-005   6.60990E-005   6.30854E-005   5.35168E-005   2.77253E-005   3.31113E-005   5.52239E-005   4.19285E-005   5.13755E-005   4.21006E-005   3.51708E-005   3.27802E-005  -1.85762E-006   4.21112E-005   4.14933E-005   4.39671E-005   6.15679E-005   4.87952E-005   5.25158E-005   9.10228E-005  -6.00327E-005   8.57431E-005   8.43336E-005   2.14050E-004
-7.08180E+000   7.28493E-005   4.83401E-005   5.06419E-005   3.36835E-005   7.33953E-005   2.67897E-005   1.84043E-006   4.86101E-005   1.83734E-005   5.97133E-005   4.35145E-005   4.48197E-005   2.04429E-006   2.67077E-005   5.78963E-005   3.63552E-005   4.49107E-005   3.58465E-005   1.35470E-005   2.66412E-005   1.45930E-005   3.75991E-005   9.26733E-005   4.16802E-005  -1.49629E-005   3.61281E-005  -4.65722E-005   7.04534E-005   1.43739E-004   8.81636E-005  -2.22587E-004   1.60733E-004
-6.98412E+000   3.83576E-005   5.69985E-005   3.38702E-005   4.01403E-005   1.76716E-005   3.05820E-005   1.10673E-005   5.89930E-005   9.68581E-005   7.79407E-005   6.65933E-005   5.58269E-005  -3.98641E-005   2.81452E-005   5.14702E-005   4.32145E-005   2.73669E-005   4.15246E-005  -7.50269E-006   3.00192E-005   3.57090E-005   4.71774E-005  -2.04280E-005   3.95018E-005  -3.99317E-007   4.49329E-005  -1.45174E-004   7.39724E-005   1.81567E-004   1.08945E-004   5.86978E-004   2.62182E-004
-6.88644E+000   8.79775E-007   4.41858E-005  -4.41192E-005   3.03526E-005   2.54291E-005   2.44498E-005   4.88719E-005   4.83938E-005  -6.00243E-005   5.16797E-005   6.47121E-005   4.42020E-005   2.88458E-006   2.55540E-005   1.88332E-005   3.21220E-005   4.57712E-005   3.42981E-005  -1.48900E-005   2.32057E-005   6.79310E-006   3.53062E-005   7.99463E-005   3.89594E-005  -2.00717E-005   3.40598E-005   1.21615E-004   7.98908E-005   1.21728E-004   8.28350E-005   2.94327E-004   1.90265E-004
-6.78876E+000   7.67696E-005   4.80295E-005   8.30457E-005   3.40061E-005   4.32729E-005   2.58289E-005   7.69798E-005   5.14479E-005   5.11541E-005   6.13540E-005   4.38042E-005   4.44627E-005  -1.33630E-005   2.52900E-005  -2.40025E-005   3.00974E-005   6.09062E-005   3.67273E-005  -2.70968E-006   2.51067E-005   9.07249E-005   4.28070E-005  -2.33898E-005   3.22364E-005   7.65541E-005   4.28377E-005   8.67014E-005   8.04073E-005  -2.95036E-006   7.74080E-005  -1.64932E-004   1.63821E-004
-6.69108E+000   1.68863E-005   5.54158E-005   6.87901E-005   4.03509E-005  -1.46919E-006   2.95382E-005  -5.00603E-005   5.47274E-005   5.07839E-005   7.33611E-005   3.06633E-005   5.20723E-005  -2.18546E-005   2.94372E-005   2.36588E-005   4.03082E-005  -1.81284E-005   3.64659E-005   2.85310E-005   3.29631E-005  -5.97819E-006   4.26046E-005  -3.00277E-006   4.06844E-005   1.75785E-005   4.59805E-005   9.87305E-005   9.72572E-005   2.28974E-006   9.30360E-005   2.00710E-004   2.28711E-004
-6.59340E+000   5.12025E-005   4.49322E-005  -1.25854E-005   3.05143E-005  -9.96408E-007   2.34592E-005  -3.83816E-006   4.54845E-005   5.91811E-006   5.53867E-005   4.64754E-005   4.24210E-005   7.45938E-005   2.98720E-005  -2.11454E-005   2.87744E-005   1.59413E-005   3.16501E-005  -7.30217E-006   2.34691E-005   6.48169E-005   3.89752E-005   1.00265E-005   3.33404E-005   7.37781E-005   4.05335E-005  -6.61670E-005   6.45653E-005  -4.50918E-005   7.04793E-005  -1.95131E-004   1.53033E-004
-6.49572E+000   6.23553E-005   4.63239E-005   4.11046E-005   3.22829E-005   5.54210E-005   2.54230E-005   1.22269E-004   5.19462E-005   6.27695E-005   6.04514E-005   4.09616E-005   4.30844E-005   3.96811E-005   2.83834E-005   5.96524E-005   3.52583E-005   1.68742E-005   3.24878E-005  -3.46881E-006   2.43284E-005  -2.61945E-005   3.29137E-005   8.28314E-005   3.96716E-005   1.42501E-005   3.71272E-005   8.15583E-005   7.79149E-005   3.80108E-005   7.81352E-005   1.42825E-004   1.82090E-004
-6.39804E+000   4.09793E-006   5.35333E-005   5.85598E-005   3.90979E-005   1.21337E-005   2.91806E-005   9.61624E-005   6.09890E-005   2.65075E-005   6.96202E-005   1.20595E-005   4.91554E-005  -3.80576E-005   2.70054E-005  -3.10985E-005   3.42981E-005   6.34640E-005   4.31414E-005   4.48179E-005   3.35905E-005   1.82480E-005   4.37823E-005  -1.12975E-005   3.87540E-005   4.21410E-005   4.70767E-005   4.52226E-005   9.00895E-005  -9.31008E-005   8.18855E-005   8.13688E-006   2.06512E-004
-6.30036E+000   2.47775E-005   4.30545E-005   6.30018E-005   3.11170E-005   2.79394E-005   2.35419E-005   1.31887E-004   4.98340E-005   4.87886E-005   5.66715E-005   1.28433E-004   4.65271E-005   5.18588E-005   2.78028E-005  -1.60600E-005   2.83518E-005   2.04688E-005   3.11853E-005  -1.05807E-005   2.25652E-005   6.34124E-005   3.79639E-005   3.05569E-005   3.40605E-005   3.45350E-005   3.68337E-005  -5.32590E-005   6.37820E-005  -2.32332E-005   7.00960E-005   1.41348E-004   1.73194E-004
-6.20268E+000   6.89525E-006   4.48063E-005   2.47375E-005   3.20164E-005   3.50712E-005   2.49756E-005   1.19021E-004   5.20033E-005   7.01973E-006   5.68518E-005   2.54825E-005   4.20854E-005   4.60850E-005   2.89267E-005   7.72916E-005   3.65812E-005  -2.00278E-005   2.94164E-005   2.10512E-005   2.63405E-005  -3.84071E-005   3.17993E-005   2.08358E-005   3.51002E-005  -3.98697E-005   3.25148E-005   2.40403E-005   7.36416E-005  -2.29005E-005   7.37928E-005  -1.35711E-004   1.61110E-004
-6.10500E+000   1.14259E-004   5.37368E-005   4.67916E-006   3.54554E-005   7.15713E-005   2.90493E-005   3.57923E-005   5.43075E-005  -3.43582E-006   6.29352E-005   3.23264E-005   4.77812E-005  -1.59367E-005   2.72938E-005  -7.84188E-005   2.71936E-005   4.61860E-006   3.53908E-005   1.47554E-005   2.89945E-005   5.33447E-005   4.40972E-005   1.15349E-004   4.73416E-005   3.86196E-005   4.39077E-005   2.64809E-005   8.28313E-005   2.08688E-004   1.00733E-004  -3.57302E-005   1.89669E-004
-6.00732E+000   6.55086E-005   4.31314E-005   7.78859E-005   3.06610E-005   2.92951E-005   2.30189E-005   4.94720E-005   4.54545E-005   1.98029E-005   5.35291E-005   5.51682E-005   4.10227E-005  -4.14587E-006   2.34263E-005   1.34448E-005   2.97769E-005   1.53128E-005   3.00745E-005   4.31875E-005   2.59973E-005   5.67412E-005   3.66903E-005   3.47461E-005   3.36024E-005   8.07807E-005   3.92224E-005   5.15851E-005   7.03341E-005  -3.26232E-005   6.76793E-005  -2.34718E-005   1.57625E-004
-5.90964E+000   1.32130E-004   5.56884E-005   5.47010E-006   3.63556E-005   5.05826E-005   2.91835E-005   1.26783E-004   6.02483E-005  -6.05148E-005   5.95723E-005   1.96796E-005   4.79086E-005  -3.13854E-005   2.64530E-005   2.80728E-005   3.81924E-005   3.23407E-005   3.88932E-005   3.73522E-005   3.17610E-005   5.63367E-005   4.54988E-005   5.87833E-005   4.38722E-005  -8.43822E-006   4.05746E-005  -5.15266E-006   8.18694E-005  -1.41878E-005   8.55576E-005  -2.77979E-004   1.70722E-004
-5.81196E+000   4.13173E-005   4.35020E-005   1.10906E-004   3.20288E-005   1.72677E-005   2.32733E-005   3.32961E-005   4.58632E-005  -1.08692E-004   4.53777E-005   6.25048E-005   4.25521E-005   1.99221E-005   2.57377E-005   1.72222E-005   3.07712E-005   2.13560E-005   3.12813E-005   3.50782E-005   2.60776E-005   2.41806E-006   3.35253E-005  -5.95091E-005   2.61400E-005   4.19615E-005   3.74518E-005   1.89017E-004   8.19226E-005   1.65041E-005   7.28388E-005  -1.55492E-004   1.50972E-004
-5.71428E+000   7.81585E-005   4.27111E-005   1.98814E-005   2.90507E-005   1.61321E-005   2.22909E-005   3.91569E-005   4.42299E-005   1.09073E-004   5.80534E-005   7.09599E-005   4.13641E-005   4.34910E-005   2.62404E-005   6.71563E-005   3.27972E-005   3.81888E-005   3.12416E-005   4.31226E-006   2.27541E-005   5.64670E-005   3.60744E-005   5.44778E-005   3.44756E-005   9.55705E-005   3.95837E-005  -2.94778E-005   6.28530E-005  -9.76911E-005   6.15004E-005   3.19571E-004   1.78001E-004
-5.61660E+000  -1.06416E-005   4.99531E-005   4.32511E-005   3.65810E-005   1.33534E-005   2.75657E-005   9.29396E-005   5.76137E-005   2.05729E-004   7.88096E-005   4.26398E-006   4.57037E-005   4.80584E-005   3.29344E-005   6.67714E-005   4.06867E-005   1.17915E-005   3.63169E-005   2.66254E-005   3.02992E-005   1.02604E-004   4.85745E-005  -1.75050E-005   3.58045E-005   2.47278E-005   4.30128E-005   7.61136E-005   8.79896E-005  -7.09552E-005   7.87731E-005   8.23998E-005   2.01277E-004
-5.51892E+000   1.24334E-005   4.19799E-005   5.98005E-005   3.05745E-005   1.86737E-005   2.29330E-005   2.94031E-005   4.49625E-005   6.73535E-005   5.70415E-005  -1.72418E-005   3.61559E-005   1.97968E-005   2.53291E-005   4.06687E-006   2.93210E-005   1.16123E-005   3.00244E-005   9.99981E-007   2.30758E-005   7.65870E-005   3.84620E-005   3.09238E-005   3.36229E-005   1.95645E-005   3.51809E-005   1.64767E-004   7.91422E-005  -2.41380E-005   6.86943E-005   2.09787E-004   1.75466E-004
-5.42124E+000   5.66763E-005   4.28073E-005   3.97506E-005   2.98881E-005   7.05156E-005   2.39656E-005   4.57973E-005   4.52203E-005  -5.55112E-005   4.81357E-005   6.09131E-005   4.13978E-005   9.06215E-006   2.43136E-005   2.56703E-005   3.05811E-005   1.71379E-005   3.01598E-005   2.73806E-005   2.48737E-005   7.08007E-005   3.76813E-005   3.16051E-005   3.33397E-005   8.48646E-005   3.95558E-005   1.42214E-004   7.68007E-005   9.66856E-005   7.64054E-005   3.24996E-004   1.81375E-004
-5.32356E+000   1.32924E-004   5.18303E-005   2.62730E-005   3.42150E-005   3.98543E-005   2.68258E-005   1.12910E-004   5.54481E-005   1.32345E-004   6.97990E-005   4.81883E-005   4.68245E-005  -1.78963E-005   2.57247E-005  -2.88521E-006   3.29219E-005   3.26966E-005   3.62122E-005   3.09901E-005   2.90373E-005   3.27519E-005   4.03910E-005   2.27705E-005   3.77102E-005  -3.21492E-005   3.52920E-005  -6.79885E-005   6.98276E-005   1.20803E-004   9.00694E-005   1.36661E-004   1.94806E-004
-5.22588E+000   6.48682E-005   4.30029E-005   4.28048E-005   2.99199E-005   2.75360E-005   2.29053E-005   1.18652E-004   4.82300E-005   7.36800E-005   5.68528E-005   6.10640E-005   4.14054E-005  -8.79290E-006   2.29533E-005   2.55902E-005   3.05594E-005   1.61991E-005   3.00649E-005   3.05699E-005   2.51034E-005  -1.83426E-005   3.09037E-005   2.01541E-005   3.24236E-005   3.00452E-006   3.34883E-005   1.30583E-004   7.60047E-005  -3.71607E-006   6.94144E-005   3.26362E-004   1.81492E-004
-5.12820E+000   4.92545E-005   5.09549E-005   4.98162E-005   3.59785E-005  -3.17586E-006   2.64819E-005   6.68434E-005   5.51756E-005   4.26677E-006   6.26002E-005   5.14885E-005   4.87945E-005   3.62686E-005   3.13696E-005   3.35775E-005   3.72569E-005   1.09511E-005   3.54900E-005   1.49240E-005   2.86383E-005   8.45959E-005   4.62665E-005  -6.24645E-005   2.98394E-005   2.34960E-005   4.20335E-005   4.21559E-005   8.31662E-005   1.03656E-004   9.20084E-005   4.53694E-004   2.27126E-004
-5.03052E+000   4.71229E-005   4.09615E-005   8.22103E-005   2.95564E-005   1.44742E-005   2.17569E-005   6.33112E-005   4.42670E-005   6.79097E-006   5.05663E-005  -6.01724E-005   3.10525E-005  -1.66804E-005   2.15289E-005   3.74812E-005   3.02459E-005   6.36651E-005   3.23816E-005   4.53117E-005   2.52128E-005   8.41263E-005   3.71942E-005   5.01134E-006   3.00558E-005   7.31407E-005   3.73469E-005   1.30397E-004   7.32184E-005   7.52426E-006   6.76815E-005  -2.62630E-004   1.32545E-004
-4.93284E+000   5.38802E-005   4.25559E-005   2.77380E-005   2.95286E-005   1.55891E-005   2.25290E-005   1.22996E-004   4.82607E-005  -4.73558E-005   4.84531E-005   5.61380E-006   3.73544E-005   4.09376E-005   2.64350E-005   4.27632E-006   2.89153E-005   3.54004E-005   3.14498E-005  -6.20219E-006   2.21496E-005  -1.27622E-005   3.12600E-005   4.11069E-005   3.39568E-005   3.58324E-005   3.59410E-005   2.24777E-006   6.60854E-005  -2.93776E-006   6.92327E-005   8.95141E-005   1.64673E-004
-4.83516E+000   7.96053E-005   5.17242E-005   6.39983E-006   3.47893E-005  -3.11267E-005   2.54666E-005   1.10935E-004   5.71111E-005  -5.73066E-005   5.70057E-005  -2.86597E-005   4.14680E-005   6.13451E-005   3.31983E-005  -4.07865E-005   3.02639E-005   1.08393E-005   3.53076E-005   9.51202E-006   2.79955E-005   1.96234E-006   3.87985E-005   5.65409E-005   4.19820E-005  -3.10468E-005   3.64225E-005  -1.96473E-005   7.68208E-005   4.50787E-005   8.68378E-005  -9.40013E-005   1.80251E-004
-4.73748E+000   7.71981E-005   4.14427E-005   1.28912E-004   3.01599E-005   2.99203E-005   2.19546E-005   1.27038E-004   4.64518E-005  -6.62719E-006   4.92661E-005   3.77102E-005   3.80567E-005  -3.43337E-007   2.25536E-005   2.11772E-005   2.89183E-005   3.24523E-005   2.99540E-005   5.84642E-005   2.59088E-005   3.52987E-005   3.36086E-005   2.39635E-005   3.12924E-005   9.73828E-005   3.86775E-005   7.96876E-005   6.91555E-005   9.09709E-005   7.26846E-005   2.37984E-005   1.53325E-004
-4.63980E+000   1.40634E-005   4.11601E-005   5.59915E-005   2.98898E-005   4.32990E-005   2.30798E-005   5.71605E-005   4.52559E-005   1.73193E-005   5.26756E-005   7.78644E-005   4.21638E-005  -1.17814E-005   2.24885E-005   3.02056E-005   3.06052E-005   3.07019E-005   3.09110E-005   6.74159E-005   2.74664E-005   2.38251E-005   3.39672E-005   6.16939E-005   3.52964E-005  -1.82663E-006   3.27680E-005   2.74858E-006   6.57041E-005  -8.26380E-005   6.27023E-005   9.03311E-005   1.63723E-004
-4.54212E+000   1.87930E-005   4.91084E-005   4.00743E-005   3.51833E-005   2.16640E-005   2.68077E-005   3.87705E-005   5.28856E-005  -5.61376E-005   5.63950E-005   1.06224E-004   5.23701E-005  -4.92654E-005   2.29517E-005   3.32669E-005   3.66683E-005   1.77011E-005   3.55703E-005   7.24231E-005   3.31029E-005   9.62381E-006   3.90871E-005   1.94937E-005   3.81496E-005   6.94522E-005   4.54482E-005   2.67599E-005   8.04285E-005  -1.12196E-004   7.15900E-005  -1.58841E-004   1.71833E-004
-4.44444E+000   4.29281E-005   3.97561E-005   7.89602E-005   2.87242E-005   3.70668E-005   2.17117E-005   8.41054E-005   4.39556E-005   8.24225E-005   5.39172E-005   1.59669E-005   3.58719E-005  -2.63750E-005   2.01534E-005   1.22918E-005   2.77677E-005   5.50140E-006   2.73852E-005   2.01131E-005   2.28296E-005   8.08514E-005   3.60997E-005   2.28241E-005   3.06309E-005   5.06296E-005   3.49047E-005   1.85681E-005   6.34135E-005   2.36164E-005   6.69412E-005  -1.30453E-004   1.38951E-004
-4.34676E+000   1.49824E-005   4.15212E-005   2.27365E-005   2.94851E-005   3.27333E-005   2.30124E-005   8.08207E-005   4.66755E-005  -1.61401E-005   5.07530E-005   5.15930E-005   4.07776E-005  -1.94313E-005   2.20335E-005   1.33495E-005   2.96502E-005   1.04537E-005   2.95727E-005   2.67117E-005   2.48227E-005   4.98044E-005   3.62342E-005   4.01120E-005   3.40004E-005   3.52043E-005   3.60071E-005  -5.35291E-007   6.59575E-005  -7.36408E-005   6.38345E-005   9.27299E-005   1.65303E-004
-4.24908E+000   2.29565E-005   4.72652E-005   7.53043E-005   3.45460E-005   4.04272E-005   2.62686E-005   1.92443E-004   5.79739E-005  -3.06055E-005   5.62590E-005   8.62087E-006   4.26161E-005  -1.91635E-005   2.49678E-005   6.88374E-005   3.79516E-005   8.55264E-005   3.98462E-005   3.82215E-005   2.90714E-005   6.36932E-005   4.21533E-005   7.36879E-005   4.13423E-005   7.18783E-005   4.38386E-005   9.57680E-005   8.32431E-005   2.27747E-005   8.06236E-005   6.23598E-005   1.84559E-004
-4.15140E+000   4.99253E-005   3.97542E-005  -2.27076E-006   2.70775E-005   7.05248E-005   2.23905E-005   6.12828E-005   4.28365E-005   8.36867E-005   5.37567E-005   5.19598E-005   3.81409E-005  -1.93126E-005   2.05896E-005  -2.48990E-006   2.65772E-005  -1.08760E-005   2.59377E-005   5.38129E-005   2.50666E-005   7.20436E-005   3.53769E-005   5.14286E-005   3.26010E-005   5.12923E-005   3.48008E-005   4.90645E-005   6.53932E-005   5.27108E-005   6.85709E-005   3.87198E-004   1.73668E-004
-4.05372E+000  -1.23082E-007   4.77983E-005   2.29823E-005   3.43219E-005   6.96148E-005   2.78631E-005   8.57638E-005   5.45879E-005   2.34837E-005   6.23133E-005   7.28566E-005   4.91897E-005  -2.42964E-005   2.51580E-005   8.16606E-006   3.40568E-005   2.35812E-005   3.56613E-005  -1.22412E-006   2.62910E-005   1.03526E-004   4.65953E-005   9.10286E-005   4.39950E-005   7.31675E-006   3.93234E-005   1.00109E-004   8.60159E-005   9.92600E-007   8.10263E-005   6.60691E-006   1.84837E-004
-3.95604E+000   4.02693E-005   4.07450E-005   2.42047E-005   2.84521E-005   4.87576E-005   2.25831E-005   5.31653E-005   4.38591E-005   2.19057E-005   5.15119E-005   6.89473E-005   4.05086E-005  -2.91718E-005   2.04224E-005   5.74571E-005   3.16308E-005   1.52372E-005   2.88930E-005   3.97840E-005   2.48993E-005   6.23111E-005   3.58507E-005   2.90012E-005   3.19489E-005   8.08123E-005   3.80082E-005   1.10941E-005   6.45086E-005   1.49784E-005   6.81133E-005   8.26141E-005   1.58670E-004
-3.85836E+000   6.79608E-005   3.99011E-005   6.89111E-005   2.81684E-005   7.04815E-005   2.22065E-005   8.79838E-005   4.35571E-005   7.61884E-005   5.28771E-005   6.58975E-006   3.47322E-005   5.89781E-006   2.22570E-005   4.72829E-005   2.97509E-005   8.20020E-005   3.24506E-005   1.37097E-005   2.20658E-005   6.65436E-005   3.47405E-005   2.41635E-008   2.84434E-005   7.17303E-006   3.12887E-005   1.53301E-004   7.21200E-005   3.37715E-005   6.67335E-005  -8.33217E-005   1.40485E-004
-3.76068E+000   7.18486E-006   4.78126E-005   3.15711E-005   3.43532E-005   3.95260E-005   2.68584E-005   7.50069E-005   5.37990E-005   7.33938E-005   6.58866E-005   8.04976E-005   4.95745E-005  -1.91272E-005   2.55207E-005   8.30708E-006   3.39019E-005   2.36367E-005   3.54992E-005   3.99733E-005   2.99284E-005   5.97812E-005   4.28551E-005  -1.00116E-005   3.45289E-005   4.51407E-005   4.26154E-005  -4.30251E-006   7.60026E-005   2.95181E-005   8.30663E-005  -9.15764E-005   1.74868E-004
-3.66300E+000   1.13059E-004   4.24731E-005   3.27496E-005   2.84210E-005   6.03724E-005   2.27135E-005   9.73669E-005   4.54143E-005  -4.66471E-005   4.63542E-005   7.37501E-005   4.05714E-005   3.52246E-005   2.50630E-005  -1.30812E-005   2.64047E-005   7.40710E-005   3.30219E-005   4.30133E-005   2.49730E-005   6.18400E-005   3.55954E-005   6.34481E-005   3.43228E-005   2.45534E-006   3.19538E-005   1.64801E-004   7.53674E-005   4.37900E-005   6.96678E-005   8.18822E-005   1.57540E-004
-3.56532E+000   8.99916E-005   4.03106E-005   3.09036E-005   2.73429E-005   2.92963E-005   2.11468E-005   7.45661E-005   4.28373E-005   3.76119E-007   4.78752E-005   8.10797E-005   3.95423E-005  -2.52406E-005   1.98310E-005   7.41740E-005   3.13182E-005   6.51185E-005   3.12111E-005   4.66374E-005   2.43014E-005   5.73455E-005   3.39836E-005   7.84411E-005   3.40886E-005  -2.62110E-005   2.84531E-005  -6.55309E-005   5.54864E-005  -1.04474E-005   6.33839E-005   2.35069E-004   1.62055E-004
-3.46764E+000   6.88073E-005   5.00124E-005   5.99739E-006   3.38233E-005   3.26543E-005   2.67102E-005   1.68546E-004   5.84279E-005   6.45163E-005   6.53480E-005   5.80110E-005   4.78833E-005  -4.34752E-005   2.31128E-005   3.88254E-005   3.65746E-005   2.41044E-005   3.56161E-005   2.49694E-005   2.86716E-005   4.58937E-005   4.17496E-005   5.53755E-005   4.08624E-005  -7.16212E-006   3.77910E-005   8.63217E-005   8.45952E-005   7.29512E-005   8.68382E-005   4.31112E-005   1.87557E-004
-3.36996E+000   5.68894E-005   4.10960E-005   7.02042E-005   2.92540E-005   5.23194E-005   2.26073E-005   1.31960E-004   4.69847E-005   4.27920E-005   5.27426E-005   9.04072E-005   4.18021E-005   3.55531E-005   2.51802E-005   1.19138E-005   2.84030E-005   1.01941E-004   3.50041E-005   5.40043E-005   2.58315E-005   3.22927E-005   3.35922E-005   4.20811E-006   2.98631E-005  -2.33606E-005   2.99167E-005  -4.00858E-005   6.00823E-005   1.53746E-005   6.79444E-005   1.97589E-004   1.66316E-004
-3.27228E+000   6.46542E-005   4.09332E-005   2.98156E-005   2.82172E-005   1.20101E-005   2.14073E-005   6.30759E-005   4.37541E-005   2.91257E-005   5.13691E-005   6.71859E-007   3.52686E-005   5.67027E-006   2.28653E-005   8.59292E-006   2.79008E-005   3.46274E-005   3.00293E-005   5.77398E-005   2.58492E-005   5.79517E-005   3.51295E-005   1.09351E-005   3.01390E-005   6.06986E-005   3.61741E-005   4.50769E-005   6.63735E-005   4.54113E-005   6.94140E-005  -1.37321E-004   1.40146E-004
-3.17460E+000   1.80025E-004   5.10518E-005   5.59003E-005   3.33212E-005   5.05765E-005   2.59430E-005   1.43400E-004   5.45367E-005   9.99726E-005   6.47745E-005   9.60288E-005   4.84689E-005   3.70652E-005   2.90659E-005   8.59571E-006   3.23765E-005   6.16910E-005   3.71074E-005   1.11428E-005   2.60958E-005   5.24492E-006   3.62304E-005   4.18559E-005   3.77680E-005   5.22835E-005   4.12753E-005   4.48301E-005   7.69953E-005   3.94496E-005   8.00700E-005   4.04342E-004   2.06886E-004
-3.07692E+000   1.24008E-004   4.28661E-005   3.32795E-006   2.79120E-005   4.16841E-005   2.23117E-005   4.63709E-005   4.33768E-005  -1.17795E-005   4.89767E-005  -3.77728E-005   3.25162E-005   1.86983E-005   2.39790E-005   6.17289E-005   3.17844E-005   2.46000E-005   2.94971E-005   4.34347E-005   2.50591E-005   2.74359E-005   3.31763E-005   4.36985E-006   2.98267E-005   3.92716E-005   3.48926E-005   1.17927E-005   6.42701E-005  -3.59421E-006   6.64621E-005   1.98315E-004   1.66113E-004
-2.97924E+000   9.87876E-005   5.06170E-005   6.71393E-005   3.49757E-005   2.93151E-005   2.64044E-005   1.11588E-004   5.53112E-005  -6.45831E-006   5.92137E-005   1.48933E-004   5.43949E-005   4.42555E-005   3.08634E-005  -9.82648E-006   3.20664E-005   4.94860E-005   3.76252E-005   1.91591E-005   2.79322E-005   8.79577E-005   4.49473E-005   2.56132E-005   3.78530E-005   2.96496E-005   4.09971E-005  -7.87852E-005   6.78663E-005   1.12487E-004   8.93276E-005   3.91504E-005   1.85741E-004
-2.88156E+000   3.09299E-005   3.87254E-005   7.80867E-005   2.82113E-005   7.47829E-005   2.22098E-005   5.60602E-005   4.20838E-005   8.17808E-005   5.29891E-005   5.56912E-005   3.79190E-005   4.32998E-005   2.46590E-005   5.06856E-005   2.98458E-005   5.20003E-005   3.03102E-005   3.31452E-005   2.33719E-005   6.13985E-005   3.42544E-005   2.73972E-005   3.04517E-005   4.05698E-005   3.36245E-005   7.77262E-008   6.08554E-005  -1.16140E-005   6.33054E-005   2.95395E-004   1.65919E-004
