#'Trial 9: e = [-1.5, 1.5] with 2251 points and sig = 0.005'
#
#Laurentian,Gaussian,Convoluted Data,Convoluted Data with noise
1.414647732028757269e-03,0.000000000000000000e+00,7.863358584658243456e-04,7.696622245042785077e-04
1.417165906429745459e-03,0.000000000000000000e+00,9.329787286099378973e-04,8.926784356426895051e-04
1.419690810516395030e-03,0.000000000000000000e+00,1.065189295591916201e-03,9.995764714324751558e-04
1.422222468289359009e-03,0.000000000000000000e+00,1.176374610277415838e-03,1.209810028017403033e-03
1.424760903856376422e-03,0.000000000000000000e+00,1.263680847080676534e-03,1.270324888814569880e-03
1.427306141432849737e-03,0.000000000000000000e+00,1.327811096967637617e-03,1.329568435322158251e-03
1.429858205342421666e-03,0.000000000000000000e+00,1.372030192780099821e-03,1.391301390491550506e-03
1.432417120017554554e-03,0.000000000000000000e+00,1.400843058163541831e-03,1.496430867846622673e-03
1.434982910000116071e-03,0.000000000000000000e+00,1.418814836130176610e-03,1.473359612654677464e-03
1.437555599941969667e-03,0.000000000000000000e+00,1.429806979785011199e-03,1.458405784015917800e-03
1.440135214605563077e-03,0.000000000000000000e+00,1.436671926084071666e-03,1.414905785623415003e-03
1.442721778864525933e-03,0.000000000000000000e+00,1.441289914633733229e-03,1.482681211525131194e-03
1.445315317704270845e-03,0.000000000000000000e+00,1.444780369600759612e-03,1.344901892351524179e-03
1.447915856222593183e-03,0.000000000000000000e+00,1.447749789850925244e-03,1.410579163869364388e-03
1.450523419630281264e-03,0.000000000000000000e+00,1.450498720225651189e-03,1.467528377727304791e-03
1.453138033251726545e-03,0.000000000000000000e+00,1.453163866718520025e-03,1.447016397878326394e-03
1.455759722525537493e-03,0.000000000000000000e+00,1.455802461191126485e-03,1.446106741194577022e-03
1.458388513005159318e-03,0.000000000000000000e+00,1.458436606305071707e-03,1.483009833258922341e-03
1.461024430359496740e-03,0.000000000000000000e+00,1.461074195741357508e-03,1.416399553679337881e-03
1.463667500373539354e-03,0.000000000000000000e+00,1.463717847924455922e-03,1.480225640355105907e-03
1.466317748948992852e-03,0.000000000000000000e+00,1.466368379437659256e-03,1.467163618421403991e-03
1.468975202104915237e-03,0.000000000000000000e+00,1.469026039655908127e-03,1.415614711805461296e-03
1.471639885978351728e-03,0.000000000000000000e+00,1.471690913199935049e-03,1.463708840405789861e-03
1.474311826824980295e-03,0.000000000000000000e+00,1.474363040529740390e-03,1.451829608392274677e-03
1.476991051019758928e-03,0.000000000000000000e+00,1.477042451224029737e-03,1.508177840961386768e-03
1.479677585057573123e-03,0.000000000000000000e+00,1.479729172451326596e-03,1.436169759972000205e-03
1.482371455553892908e-03,0.000000000000000000e+00,1.482423230961652655e-03,1.510491011535586162e-03
1.485072689245434422e-03,0.000000000000000000e+00,1.485124653519820067e-03,1.524746688713577488e-03
1.487781312990817378e-03,0.000000000000000000e+00,1.487833466993072288e-03,1.444903133917635864e-03
1.490497353771239215e-03,0.000000000000000000e+00,1.490549698367940818e-03,1.467455870531984277e-03
1.493220838691141890e-03,0.000000000000000000e+00,1.493273374753712910e-03,1.498520857964706805e-03
1.495951794978889931e-03,0.000000000000000000e+00,1.496004523383550472e-03,1.566676160132010869e-03
1.498690249987452835e-03,0.000000000000000000e+00,1.498743171615240328e-03,1.460496951938294614e-03
1.501436231195086603e-03,0.000000000000000000e+00,1.501489346931885295e-03,1.503122750308366401e-03
1.504189766206024802e-03,0.000000000000000000e+00,1.504243076942598069e-03,1.531272339484015524e-03
1.506950882751172463e-03,0.000000000000000000e+00,1.507004389383192946e-03,1.604859965620747354e-03
1.509719608688802998e-03,0.000000000000000000e+00,1.509773312116885133e-03,1.578585468834568795e-03
1.512495972005262288e-03,0.000000000000000000e+00,1.512549873134993528e-03,1.548794776289349247e-03
1.515280000815675144e-03,0.000000000000000000e+00,1.515334100557647837e-03,1.593431827678445066e-03
1.518071723364657413e-03,0.000000000000000000e+00,1.518126022634501112e-03,1.528313595317968209e-03
1.520871168027030252e-03,0.000000000000000000e+00,1.520925667745445537e-03,1.602858428499860134e-03
1.523678363308545673e-03,0.000000000000000000e+00,1.523733064401334948e-03,1.444259115314786403e-03
1.526493337846606888e-03,0.000000000000000000e+00,1.526548241244708856e-03,1.467584817889016355e-03
1.529316120411001231e-03,0.000000000000000000e+00,1.529371227050524504e-03,1.505793800461108700e-03
1.532146739904637197e-03,0.000000000000000000e+00,1.532202050726891524e-03,1.458483081279481411e-03
1.534985225364279750e-03,0.000000000000000000e+00,1.535040741315811573e-03,1.537735620150514418e-03
1.537831605961297553e-03,0.000000000000000000e+00,1.537887327993924923e-03,1.544315444703225080e-03
1.540685911002413451e-03,0.000000000000000000e+00,1.540741840073257688e-03,1.556607173542846542e-03
1.543548169930456047e-03,0.000000000000000000e+00,1.543604307001978813e-03,1.558216637911881810e-03
1.546418412325120803e-03,0.000000000000000000e+00,1.546474758365157069e-03,1.483610193514650925e-03
