     X         I1 (Y=0.3254)     Error1      I2 (Y=0.4002)     Error2      I3 (Y=0.4999)     Error3      I4 (Y=0.5963)     Error4      I5 (Y=0.6986)     Error5      I6 (Y=0.7998)     Error6      I7 (Y=0.9002)     Error7       I8 (Y=1.000)     Error8       I9 (Y=1.100)     Error9      I10 (Y=1.200)    Error10      I11 (Y=1.300)    Error11      I12 (Y=1.400)    Error12      I13 (Y=1.500)    Error13      I14 (Y=1.600)    Error14      I15 (Y=1.700)    Error15      I16 (Y=1.801)    Error16      I17 (Y=1.901)    Error17      I18 (Y=2.001)    Error18      I19 (Y=2.075)    Error19    
 1.72115E-001   6.44452E+000   2.85560E+000   2.44379E+000   1.38988E+000   1.07747E+000   2.06948E-001   1.05783E+000   2.07806E-001   1.47824E+000   2.81716E-001   1.22905E+000   2.68647E-001   1.15051E+000   2.54231E-001   1.41355E+000   2.75946E-001   1.39765E+000   2.71161E-001   1.48940E+000   2.81747E-001   1.55398E+000   2.80389E-001   1.64805E+000   2.81383E-001   1.87741E+000   2.97978E-001   1.89032E+000   2.93952E-001   1.90007E+000   2.86704E-001   1.72878E+000   2.65366E-001   1.60946E+000   2.49464E-001   1.73745E+000   2.69215E-001   1.85037E+000   3.25393E-001
 1.79246E-001   6.09126E+000   2.69136E+000   2.41306E+000   1.41814E+000   1.05204E+000   2.07094E-001   1.10639E+000   2.10585E-001   1.23787E+000   2.56037E-001   1.34150E+000   2.82386E-001   1.16382E+000   2.57135E-001   1.27491E+000   2.60285E-001   1.52248E+000   2.86308E-001   1.61352E+000   2.93738E-001   1.60841E+000   2.83505E-001   1.82257E+000   3.01776E-001   1.82573E+000   2.96081E-001   1.82353E+000   2.90143E-001   1.76204E+000   2.77477E-001   1.53218E+000   2.49964E-001   1.51216E+000   2.39090E-001   1.71683E+000   2.66144E-001   1.52712E+000   3.02107E-001
 1.86354E-001   6.52979E+000   2.96492E+000   2.31481E+000   1.43510E+000   1.05618E+000   2.07320E-001   1.04148E+000   2.03659E-001   1.21235E+000   2.52418E-001   1.33434E+000   2.76244E-001   1.34770E+000   2.79846E-001   1.42027E+000   2.75652E-001   1.46558E+000   2.81650E-001   1.50414E+000   2.79995E-001   1.73176E+000   2.97558E-001   1.92646E+000   3.12579E-001   2.04057E+000   3.14060E-001   1.70835E+000   2.81719E-001   1.57835E+000   2.63468E-001   1.58981E+000   2.54698E-001   1.45789E+000   2.34599E-001   1.59004E+000   2.56603E-001   1.45477E+000   2.97350E-001
 1.93437E-001   5.21594E+000   2.51877E+000   2.28556E+000   1.31581E+000   1.11287E+000   2.12363E-001   1.04582E+000   2.10040E-001   1.19771E+000   2.51498E-001   1.51602E+000   2.91961E-001   1.29404E+000   2.70501E-001   1.29954E+000   2.69043E-001   1.24821E+000   2.60636E-001   1.40301E+000   2.69782E-001   1.60267E+000   2.86423E-001   1.61271E+000   2.86419E-001   1.75288E+000   2.90468E-001   1.60062E+000   2.71857E-001   1.41921E+000   2.49850E-001   1.46648E+000   2.45739E-001   1.54605E+000   2.42808E-001   1.51651E+000   2.51510E-001   1.49731E+000   2.95450E-001
 2.00496E-001   4.93998E+000   2.28501E+000   2.00364E+000   1.14095E+000   1.11198E+000   2.16248E-001   1.03907E+000   2.08163E-001   1.09556E+000   2.40435E-001   1.34555E+000   2.75345E-001   1.40325E+000   2.81918E-001   1.36187E+000   2.76999E-001   1.28226E+000   2.65689E-001   1.35086E+000   2.64721E-001   1.32603E+000   2.61254E-001   1.58085E+000   2.84836E-001   1.51504E+000   2.70199E-001   1.45572E+000   2.55750E-001   1.50098E+000   2.57646E-001   1.44168E+000   2.47845E-001   1.44720E+000   2.36017E-001   1.56399E+000   2.56217E-001   1.70585E+000   3.14661E-001
 2.07531E-001   3.89842E+000   2.21577E+000   1.97425E+000   1.18449E+000   1.03327E+000   2.12667E-001   9.23902E-001   1.94499E-001   9.92378E-001   2.28447E-001   1.20373E+000   2.60938E-001   1.24116E+000   2.65350E-001   1.18659E+000   2.59053E-001   1.34266E+000   2.73257E-001   1.22379E+000   2.53308E-001   1.35619E+000   2.64390E-001   1.65554E+000   2.92441E-001   1.62241E+000   2.80233E-001   1.47545E+000   2.57455E-001   1.64475E+000   2.70062E-001   1.51026E+000   2.54736E-001   1.54567E+000   2.45097E-001   1.54788E+000   2.55933E-001   1.60580E+000   3.08350E-001
 2.14540E-001   5.11115E+000   2.53305E+000   2.00876E+000   1.19486E+000   1.00157E+000   2.09585E-001   9.66459E-001   1.97659E-001   1.04884E+000   2.35690E-001   1.19387E+000   2.60335E-001   1.12048E+000   2.52255E-001   1.17697E+000   2.57885E-001   1.22000E+000   2.60410E-001   1.36120E+000   2.66998E-001   1.38254E+000   2.67239E-001   1.35137E+000   2.63634E-001   1.53060E+000   2.73052E-001   1.54193E+000   2.64037E-001   1.79022E+000   2.81953E-001   1.54113E+000   2.55221E-001   1.46179E+000   2.40841E-001   1.28512E+000   2.36768E-001   1.38999E+000   2.97383E-001
 2.21527E-001   3.05095E+000   1.86370E+000   1.73465E+000   1.08337E+000   8.75380E-001   1.94082E-001   8.94636E-001   1.92931E-001   9.99227E-001   2.31631E-001   1.24057E+000   2.66420E-001   1.27647E+000   2.69819E-001   1.15392E+000   2.55600E-001   1.09270E+000   2.46482E-001   1.22052E+000   2.53385E-001   1.35207E+000   2.63836E-001   1.29087E+000   2.55418E-001   1.34646E+000   2.58669E-001   1.54160E+000   2.65381E-001   1.63480E+000   2.69637E-001   1.50778E+000   2.51602E-001   1.41366E+000   2.34454E-001   1.25232E+000   2.34875E-001   1.32486E+000   2.91176E-001
 2.28489E-001   4.29444E+000   2.58416E+000   1.72723E+000   1.26248E+000   9.69139E-001   2.04881E-001   8.41504E-001   1.84971E-001   9.93258E-001   2.32371E-001   1.25402E+000   2.68392E-001   1.13487E+000   2.54506E-001   1.11233E+000   2.51365E-001   1.16554E+000   2.55265E-001   1.11117E+000   2.42496E-001   1.09192E+000   2.37630E-001   1.00046E+000   2.24521E-001   1.25278E+000   2.48443E-001   1.21959E+000   2.40065E-001   1.47695E+000   2.56688E-001   1.56307E+000   2.56167E-001   1.15549E+000   2.12245E-001   1.22137E+000   2.30937E-001   1.42672E+000   2.94476E-001
 2.35428E-001   5.74928E+000   2.95036E+000   2.22606E+000   1.50300E+000   9.96390E-001   2.06220E-001   8.78602E-001   1.93531E-001   1.00942E+000   2.34504E-001   1.02879E+000   2.43267E-001   9.44865E-001   2.33041E-001   1.17015E+000   2.58853E-001   1.36931E+000   2.77251E-001   1.25824E+000   2.58495E-001   9.69650E-001   2.23511E-001   9.90482E-001   2.22290E-001   1.33163E+000   2.55811E-001   1.33803E+000   2.53143E-001   1.40544E+000   2.51421E-001   1.46027E+000   2.47576E-001   1.20918E+000   2.17524E-001   1.23849E+000   2.31475E-001   1.32255E+000   2.81801E-001
 2.42343E-001   7.42525E+000   3.13106E+000   2.46515E+000   1.55318E+000   9.17204E-001   2.01146E-001   9.49556E-001   1.99356E-001   8.95122E-001   2.19410E-001   1.10435E+000   2.53452E-001   1.16217E+000   2.59630E-001   1.05463E+000   2.46622E-001   1.17689E+000   2.57457E-001   1.26778E+000   2.59893E-001   8.86184E-001   2.14508E-001   1.04901E+000   2.28374E-001   1.36051E+000   2.58060E-001   1.29224E+000   2.49144E-001   1.28767E+000   2.42037E-001   1.37028E+000   2.39715E-001   1.31860E+000   2.26530E-001   1.25619E+000   2.32672E-001   1.27172E+000   2.78827E-001
 2.49233E-001   6.56345E+000   2.93467E+000   2.40482E+000   1.49790E+000   8.34927E-001   1.90998E-001   8.35915E-001   1.86811E-001   1.01039E+000   2.34361E-001   1.28730E+000   2.73627E-001   1.27775E+000   2.72234E-001   1.09764E+000   2.51680E-001   1.08487E+000   2.47645E-001   1.06824E+000   2.39479E-001   9.98315E-001   2.28086E-001   1.01294E+000   2.25078E-001   1.04092E+000   2.25762E-001   1.08811E+000   2.28148E-001   1.16911E+000   2.30760E-001   1.21042E+000   2.26620E-001   1.36749E+000   2.31242E-001   1.24712E+000   2.28748E-001   1.10043E+000   2.61913E-001
 2.56101E-001   6.41158E+000   3.01839E+000   2.43552E+000   1.54323E+000   8.57254E-001   1.91290E-001   8.33678E-001   1.89711E-001   9.92221E-001   2.33664E-001   1.08149E+000   2.50527E-001   1.07309E+000   2.49926E-001   1.14054E+000   2.55645E-001   1.10331E+000   2.46250E-001   1.01230E+000   2.36734E-001   1.08624E+000   2.39450E-001   1.11987E+000   2.37412E-001   1.10182E+000   2.33074E-001   1.18691E+000   2.37779E-001   1.24963E+000   2.36296E-001   1.32429E+000   2.39515E-001   1.36721E+000   2.31959E-001   1.34888E+000   2.36005E-001   1.13274E+000   2.59720E-001
 2.62946E-001   7.05397E+000   3.14174E+000   2.46339E+000   1.51033E+000   9.99179E-001   2.06736E-001   9.00245E-001   2.00542E-001   1.04986E+000   2.43625E-001   1.00852E+000   2.43705E-001   9.32109E-001   2.33109E-001   1.08466E+000   2.48490E-001   1.26938E+000   2.63946E-001   1.24882E+000   2.65012E-001   1.17885E+000   2.51316E-001   1.05729E+000   2.32205E-001   1.18653E+000   2.42357E-001   1.18762E+000   2.35545E-001   1.20329E+000   2.33140E-001   1.25370E+000   2.31236E-001   1.34084E+000   2.30261E-001   1.28860E+000   2.33645E-001   1.19836E+000   2.68500E-001
 2.69767E-001   4.56783E+000   2.05207E+000   2.00482E+000   1.13091E+000   9.51976E-001   2.06403E-001   8.85420E-001   2.00065E-001   1.19562E+000   2.67339E-001   1.04765E+000   2.50375E-001   1.00490E+000   2.42392E-001   1.02032E+000   2.41086E-001   1.13944E+000   2.50795E-001   1.10379E+000   2.48686E-001   1.03707E+000   2.33889E-001   1.12098E+000   2.43750E-001   1.11142E+000   2.35967E-001   1.01653E+000   2.18039E-001   1.09112E+000   2.22796E-001   1.17439E+000   2.23549E-001   1.18273E+000   2.16461E-001   1.15191E+000   2.22251E-001   1.04533E+000   2.49812E-001
 2.76565E-001   4.45658E+000   1.92254E+000   1.81772E+000   1.01614E+000   8.03780E-001   1.90178E-001   8.87094E-001   1.96825E-001   1.00742E+000   2.44539E-001   9.22010E-001   2.36029E-001   8.32631E-001   2.21039E-001   9.20735E-001   2.29375E-001   9.32528E-001   2.26514E-001   9.64979E-001   2.31260E-001   9.69226E-001   2.27218E-001   1.24713E+000   2.58923E-001   1.25052E+000   2.51499E-001   1.00036E+000   2.17049E-001   9.60372E-001   2.09362E-001   1.06300E+000   2.13404E-001   1.02365E+000   2.01548E-001   1.14266E+000   2.21936E-001   1.07313E+000   2.56343E-001
 2.83340E-001   4.67837E+000   2.54224E+000   1.87204E+000   1.23560E+000   7.69586E-001   1.79792E-001   8.36191E-001   1.90543E-001   9.47791E-001   2.35484E-001   9.76978E-001   2.43003E-001   7.63439E-001   2.12655E-001   8.46980E-001   2.19747E-001   1.12828E+000   2.47114E-001   1.15597E+000   2.48963E-001   1.24752E+000   2.59841E-001   1.35672E+000   2.71551E-001   1.28252E+000   2.55400E-001   1.09374E+000   2.27635E-001   9.56059E-001   2.09695E-001   9.95973E-001   2.06729E-001   1.06884E+000   2.05476E-001   1.22388E+000   2.28929E-001   1.16856E+000   2.75247E-001
 2.90092E-001   4.18443E+000   2.37914E+000   1.74873E+000   1.23332E+000   8.11631E-001   1.87506E-001   8.82132E-001   1.95766E-001   8.44354E-001   2.22370E-001   8.84047E-001   2.31230E-001   9.04078E-001   2.31254E-001   9.81887E-001   2.37821E-001   1.26099E+000   2.61822E-001   1.21852E+000   2.55866E-001   1.10055E+000   2.44161E-001   1.17273E+000   2.52211E-001   1.23072E+000   2.50319E-001   1.20736E+000   2.39971E-001   1.09177E+000   2.24874E-001   1.14957E+000   2.22281E-001   1.24981E+000   2.23239E-001   1.09598E+000   2.17027E-001   1.06933E+000   2.57827E-001
 2.96821E-001   4.56697E+000   2.50349E+000   1.85016E+000   1.27923E+000   7.86304E-001   1.84981E-001   6.69693E-001   1.70425E-001   7.51906E-001   2.11022E-001   1.02786E+000   2.49921E-001   1.04483E+000   2.48905E-001   1.10769E+000   2.53517E-001   1.05409E+000   2.41244E-001   9.42683E-001   2.26159E-001   9.53754E-001   2.27215E-001   1.04181E+000   2.33895E-001   1.13426E+000   2.40040E-001   1.11515E+000   2.34364E-001   9.90398E-001   2.15313E-001   1.09394E+000   2.17293E-001   1.08069E+000   2.07854E-001   1.10708E+000   2.17244E-001   9.81057E-001   2.44493E-001
 3.03527E-001   5.59644E+000   2.87192E+000   2.12924E+000   1.43734E+000   9.14269E-001   1.99723E-001   7.89763E-001   1.86366E-001   9.30160E-001   2.37406E-001   1.01104E+000   2.48477E-001   9.39545E-001   2.35202E-001   1.09700E+000   2.48579E-001   1.00348E+000   2.39992E-001   8.88904E-001   2.21805E-001   9.18868E-001   2.22749E-001   1.03583E+000   2.32489E-001   9.55731E-001   2.20632E-001   8.65898E-001   2.07515E-001   9.51480E-001   2.11479E-001   1.01480E+000   2.07849E-001   1.12562E+000   2.12851E-001   1.08086E+000   2.19443E-001   1.15932E+000   2.69466E-001
 3.10211E-001   6.32387E+000   2.88319E+000   2.33467E+000   1.43599E+000   8.77961E-001   1.97486E-001   8.68561E-001   1.99009E-001   1.07801E+000   2.57113E-001   8.98501E-001   2.36271E-001   8.56902E-001   2.24210E-001   9.84635E-001   2.35755E-001   1.02233E+000   2.43387E-001   9.53346E-001   2.30823E-001   9.99735E-001   2.32029E-001   1.09601E+000   2.38035E-001   9.17043E-001   2.16645E-001   8.46264E-001   2.05036E-001   8.88514E-001   2.01441E-001   1.05789E+000   2.13808E-001   1.03474E+000   2.04615E-001   1.15351E+000   2.26637E-001   1.14116E+000   2.67439E-001
 3.16871E-001   4.85861E+000   2.30768E+000   1.94930E+000   1.17249E+000   7.04236E-001   1.75431E-001   8.01105E-001   1.89456E-001   9.97215E-001   2.48187E-001   9.32479E-001   2.40701E-001   9.32459E-001   2.34172E-001   1.07373E+000   2.46092E-001   8.95858E-001   2.27938E-001   8.69607E-001   2.20788E-001   1.09504E+000   2.43264E-001   1.07328E+000   2.36746E-001   8.92028E-001   2.13762E-001   7.76171E-001   1.96379E-001   9.80011E-001   2.11748E-001   1.08458E+000   2.17389E-001   1.08163E+000   2.09919E-001   1.17090E+000   2.27497E-001   1.11415E+000   2.62969E-001
 3.23509E-001   2.76617E+000   1.44079E+000   1.34048E+000   7.71354E-001   7.05421E-001   1.73670E-001   6.55676E-001   1.72766E-001   8.50978E-001   2.29226E-001   8.53832E-001   2.30574E-001   9.92764E-001   2.42551E-001   1.03959E+000   2.43137E-001   9.58762E-001   2.36446E-001   1.06965E+000   2.45341E-001   1.15507E+000   2.51399E-001   1.04698E+000   2.34943E-001   7.36437E-001   1.93656E-001   8.74332E-001   2.05833E-001   9.68289E-001   2.13426E-001   1.01764E+000   2.12088E-001   1.01357E+000   2.02645E-001   1.16045E+000   2.25498E-001   1.17648E+000   2.72398E-001
 3.30125E-001   2.28822E+000   1.25981E+000   1.31298E+000   7.23951E-001   7.07796E-001   1.81559E-001   6.38923E-001   1.68527E-001   7.54770E-001   2.15733E-001   9.15774E-001   2.38767E-001   9.93163E-001   2.43720E-001   9.69551E-001   2.36998E-001   1.08661E+000   2.53714E-001   1.05052E+000   2.44219E-001   9.54375E-001   2.28670E-001   8.50835E-001   2.11961E-001   7.89492E-001   2.00855E-001   7.97505E-001   1.96887E-001   9.94016E-001   2.17204E-001   1.05005E+000   2.16340E-001   9.98465E-001   2.01497E-001   1.02704E+000   2.13912E-001   1.14797E+000   2.70446E-001
 3.36720E-001   4.01824E+000   1.99791E+000   1.82075E+000   9.90241E-001   7.26626E-001   1.95408E-001   6.04355E-001   1.65887E-001   7.80019E-001   2.19680E-001   9.84204E-001   2.46503E-001   1.02740E+000   2.45282E-001   9.37540E-001   2.37359E-001   1.05998E+000   2.53000E-001   9.48991E-001   2.32882E-001   8.42026E-001   2.15462E-001   9.08338E-001   2.19275E-001   8.73041E-001   2.11128E-001   8.36032E-001   2.01572E-001   9.11290E-001   2.07702E-001   9.99001E-001   2.10412E-001   1.06251E+000   2.08080E-001   1.01258E+000   2.12058E-001   9.93161E-001   2.51879E-001
 3.43292E-001   6.41274E+000   2.43340E+000   2.46923E+000   1.29649E+000   8.16068E-001   2.12086E-001   6.74708E-001   1.76406E-001   8.35568E-001   2.26356E-001   1.26046E+000   2.78936E-001   1.19390E+000   2.64215E-001   1.04107E+000   2.51000E-001   9.45172E-001   2.39975E-001   9.49637E-001   2.33073E-001   8.43749E-001   2.15964E-001   9.10082E-001   2.20687E-001   9.84949E-001   2.25133E-001   8.86823E-001   2.08146E-001   9.82145E-001   2.15682E-001   1.03726E+000   2.13658E-001   1.05629E+000   2.05968E-001   1.00233E+000   2.11253E-001   9.46115E-001   2.45177E-001
 3.49841E-001   7.87425E+000   2.94797E+000   2.63818E+000   1.38765E+000   8.36625E-001   2.11864E-001   6.87166E-001   1.79948E-001   9.44526E-001   2.38953E-001   1.02709E+000   2.55907E-001   1.01189E+000   2.46040E-001   9.58189E-001   2.41691E-001   1.07523E+000   2.55819E-001   8.44786E-001   2.19647E-001   7.93564E-001   2.07355E-001   8.25436E-001   2.13222E-001   9.67144E-001   2.24752E-001   1.01429E+000   2.22962E-001   1.08356E+000   2.26732E-001   1.10290E+000   2.18378E-001   1.02515E+000   2.04697E-001   8.77887E-001   1.97772E-001   8.05805E-001   2.21502E-001
 3.56369E-001   3.65830E+000   1.87560E+000   1.82686E+000   1.08190E+000   7.69960E-001   1.93129E-001   6.67874E-001   1.76788E-001   8.34329E-001   2.22922E-001   8.93891E-001   2.37474E-001   9.43579E-001   2.42300E-001   9.72910E-001   2.44190E-001   8.30178E-001   2.23752E-001   8.82652E-001   2.23912E-001   8.35423E-001   2.13672E-001   9.69815E-001   2.32503E-001   1.01819E+000   2.31219E-001   9.18518E-001   2.13298E-001   9.66897E-001   2.13908E-001   1.09303E+000   2.16948E-001   9.72230E-001   2.00054E-001   8.52267E-001   1.93250E-001   7.40263E-001   2.14873E-001
 3.62876E-001   3.54651E+000   1.99876E+000   1.55716E+000   1.00090E+000   7.71114E-001   1.90280E-001   7.81874E-001   1.85697E-001   7.46763E-001   2.07269E-001   7.13479E-001   2.10936E-001   8.79273E-001   2.34296E-001   1.01714E+000   2.49548E-001   1.02530E+000   2.45757E-001   8.74469E-001   2.26742E-001   8.12190E-001   2.12513E-001   9.24657E-001   2.26092E-001   1.12151E+000   2.39660E-001   9.00712E-001   2.12713E-001   7.90844E-001   1.92605E-001   9.04572E-001   1.99901E-001   1.13938E+000   2.17914E-001   9.63808E-001   2.07858E-001   9.00815E-001   2.41029E-001
 3.69360E-001   5.45699E+000   2.57110E+000   2.18208E+000   1.32709E+000   8.94498E-001   2.02866E-001   9.29671E-001   2.06541E-001   9.70622E-001   2.38607E-001   7.36787E-001   2.15031E-001   8.82205E-001   2.35518E-001   1.03731E+000   2.51540E-001   1.06233E+000   2.50699E-001   1.07238E+000   2.54033E-001   7.78380E-001   2.10226E-001   9.38924E-001   2.28564E-001   9.94869E-001   2.26878E-001   9.37544E-001   2.18443E-001   8.51866E-001   2.00964E-001   9.57491E-001   2.07199E-001   1.09509E+000   2.14829E-001   9.28208E-001   2.05306E-001   9.51610E-001   2.49941E-001
 3.75823E-001   7.20286E+000   3.12737E+000   2.42181E+000   1.54145E+000   8.73108E-001   1.95669E-001   7.54973E-001   1.83773E-001   9.59806E-001   2.39876E-001   9.85431E-001   2.49605E-001   9.49382E-001   2.44045E-001   8.49131E-001   2.28427E-001   8.88631E-001   2.29348E-001   9.61194E-001   2.39269E-001   8.77071E-001   2.22237E-001   8.96008E-001   2.20682E-001   9.31459E-001   2.21475E-001   9.26598E-001   2.18192E-001   8.46477E-001   2.01367E-001   9.23070E-001   2.03958E-001   1.00532E+000   2.06105E-001   8.46547E-001   1.94638E-001   7.18865E-001   2.13377E-001
 3.82263E-001   5.76188E+000   2.98828E+000   2.22866E+000   1.50221E+000   8.17422E-001   1.95386E-001   5.87867E-001   1.59302E-001   7.42916E-001   2.10715E-001   9.62309E-001   2.47339E-001   8.83529E-001   2.36233E-001   7.57949E-001   2.16831E-001   7.57890E-001   2.10888E-001   1.00557E+000   2.40910E-001   9.96171E-001   2.38068E-001   8.58507E-001   2.16614E-001   8.01984E-001   2.05618E-001   7.63074E-001   1.96315E-001   8.84816E-001   2.08318E-001   9.82950E-001   2.10644E-001   1.12567E+000   2.15096E-001   9.60461E-001   2.08881E-001   9.04105E-001   2.39604E-001
 3.88682E-001   3.81115E+000   2.33640E+000   1.67359E+000   1.17861E+000   8.14910E-001   2.01829E-001   6.93413E-001   1.77227E-001   6.67716E-001   1.97634E-001   7.92050E-001   2.24555E-001   8.15636E-001   2.27206E-001   6.84667E-001   2.06263E-001   7.42168E-001   2.08123E-001   9.84526E-001   2.38214E-001   8.59866E-001   2.21836E-001   8.46121E-001   2.15548E-001   7.98190E-001   2.05352E-001   8.00455E-001   2.01286E-001   8.19850E-001   2.00382E-001   9.66504E-001   2.08401E-001   1.20850E+000   2.22184E-001   1.12871E+000   2.26310E-001   1.09647E+000   2.71903E-001
 3.95081E-001   2.26113E+000   1.31813E+000   1.22029E+000   7.52065E-001   6.75674E-001   1.82853E-001   8.28714E-001   1.91332E-001   7.80790E-001   2.12681E-001   6.86661E-001   2.09032E-001   5.86558E-001   1.93489E-001   6.50641E-001   2.01088E-001   8.42663E-001   2.22312E-001   8.75439E-001   2.25040E-001   9.07579E-001   2.28168E-001   7.88622E-001   2.08799E-001   8.98082E-001   2.18162E-001   8.35178E-001   2.05285E-001   8.67347E-001   2.06137E-001   9.52770E-001   2.05561E-001   1.00166E+000   2.04040E-001   1.08128E+000   2.23254E-001   1.05022E+000   2.66246E-001
 4.01459E-001   2.02935E+000   1.02669E+000   1.16605E+000   5.39866E-001   7.04369E-001   1.85386E-001   7.83274E-001   1.86208E-001   6.67481E-001   1.96704E-001   7.75972E-001   2.23181E-001   7.51011E-001   2.19188E-001   7.56931E-001   2.17404E-001   7.31199E-001   2.07898E-001   7.82128E-001   2.12573E-001   7.77725E-001   2.10667E-001   9.94964E-001   2.35415E-001   9.74977E-001   2.28298E-001   1.03572E+000   2.28536E-001   9.71139E-001   2.16936E-001   1.01716E+000   2.12657E-001   1.00755E+000   2.05993E-001   9.81795E-001   2.14152E-001   1.06824E+000   2.69117E-001
 4.07814E-001   2.85618E+000   1.40320E+000   1.35537E+000   7.96424E-001   7.79839E-001   1.92598E-001   7.27548E-001   1.81869E-001   7.39912E-001   2.10599E-001   7.76785E-001   2.23867E-001   8.47077E-001   2.33259E-001   9.11246E-001   2.39546E-001   7.31217E-001   2.08761E-001   7.57168E-001   2.09290E-001   7.99936E-001   2.13947E-001   1.00396E+000   2.36539E-001   9.04547E-001   2.20727E-001   8.85062E-001   2.11866E-001   1.21192E+000   2.43682E-001   1.16540E+000   2.28454E-001   9.56443E-001   2.01719E-001   8.03096E-001   1.93422E-001   7.47564E-001   2.22660E-001
 4.14148E-001   4.26080E+000   2.17455E+000   1.61472E+000   1.02717E+000   8.11079E-001   1.98481E-001   6.53891E-001   1.75054E-001   7.40802E-001   2.12174E-001   8.91827E-001   2.39762E-001   7.66155E-001   2.21729E-001   7.69921E-001   2.20689E-001   7.10780E-001   2.05889E-001   7.39726E-001   2.07663E-001   8.71895E-001   2.24928E-001   9.59194E-001   2.32571E-001   7.75964E-001   2.04439E-001   8.53659E-001   2.07658E-001   1.07122E+000   2.26660E-001   8.77510E-001   2.00428E-001   7.90863E-001   1.83250E-001   7.41295E-001   1.85681E-001   8.03121E-001   2.27234E-001
 4.20463E-001   3.27036E+000   1.62536E+000   1.40288E+000   8.62882E-001   7.74829E-001   1.98916E-001   6.23969E-001   1.74946E-001   7.81879E-001   2.19601E-001   8.88821E-001   2.39358E-001   7.14384E-001   2.14060E-001   6.66197E-001   2.04407E-001   7.83393E-001   2.16254E-001   7.72441E-001   2.13519E-001   7.77846E-001   2.13076E-001   8.52705E-001   2.18711E-001   9.08674E-001   2.21035E-001   8.84662E-001   2.12124E-001   1.00954E+000   2.21104E-001   8.80703E-001   2.01129E-001   8.76344E-001   1.91230E-001   9.69665E-001   2.11538E-001   9.39797E-001   2.51833E-001
 4.26756E-001   2.02207E+000   9.81101E-001   1.34949E+000   5.94663E-001   7.20427E-001   1.95983E-001   6.81029E-001   1.79240E-001   8.05114E-001   2.22106E-001   9.18242E-001   2.44201E-001   7.18400E-001   2.14373E-001   6.94237E-001   2.07277E-001   7.43603E-001   2.14051E-001   8.53229E-001   2.25479E-001   7.26456E-001   2.05309E-001   8.77056E-001   2.20088E-001   9.68230E-001   2.25541E-001   9.55491E-001   2.23436E-001   8.61821E-001   2.05492E-001   9.21093E-001   2.06221E-001   9.77787E-001   2.02052E-001   9.75845E-001   2.12771E-001   9.73051E-001   2.59442E-001
 4.33029E-001   2.69372E+000   1.18274E+000   1.20414E+000   5.80139E-001   6.89478E-001   1.86898E-001   6.72292E-001   1.77062E-001   7.51831E-001   2.13477E-001   6.93816E-001   2.12685E-001   9.32508E-001   2.45148E-001   8.38792E-001   2.28261E-001   9.27633E-001   2.42323E-001   8.71365E-001   2.28507E-001   8.39830E-001   2.18277E-001   7.38361E-001   2.04408E-001   8.96181E-001   2.17267E-001   7.90849E-001   2.03198E-001   9.13672E-001   2.11683E-001   1.03634E+000   2.19241E-001   9.84735E-001   2.03471E-001   8.27062E-001   1.94789E-001   7.37691E-001   2.23341E-001
 4.39278E-001   2.34239E+000   1.25869E+000   1.13617E+000   7.25179E-001   5.92089E-001   1.69794E-001   7.27513E-001   1.83744E-001   6.86732E-001   2.03395E-001   6.69790E-001   2.08786E-001   7.92111E-001   2.25644E-001   7.63721E-001   2.18634E-001   9.70387E-001   2.48907E-001   9.61623E-001   2.40218E-001   7.90199E-001   2.11558E-001   7.42258E-001   2.06608E-001   7.80997E-001   2.04615E-001   8.27825E-001   2.07173E-001   7.26871E-001   1.89725E-001   8.51100E-001   1.96494E-001   8.12242E-001   1.86545E-001   7.89323E-001   1.89254E-001   6.60141E-001   2.06857E-001
 4.45510E-001   4.15715E+000   2.47801E+000   1.59515E+000   1.28795E+000   6.29207E-001   1.72456E-001   7.42500E-001   1.88360E-001   7.66440E-001   2.15706E-001   6.91075E-001   2.13346E-001   7.07587E-001   2.14079E-001   7.15935E-001   2.11975E-001   1.03249E+000   2.56950E-001   8.96712E-001   2.32849E-001   8.09922E-001   2.14141E-001   9.32730E-001   2.29642E-001   9.36979E-001   2.26953E-001   6.68986E-001   1.87543E-001   7.23517E-001   1.90522E-001   8.26200E-001   1.94629E-001   8.21554E-001   1.88174E-001   8.48910E-001   1.97966E-001   8.97670E-001   2.41042E-001
 4.51721E-001   6.89922E+000   3.46025E+000   1.99549E+000   1.64828E+000   6.65807E-001   1.74329E-001   8.05524E-001   1.96763E-001   9.09481E-001   2.36807E-001   8.08127E-001   2.31456E-001   7.95681E-001   2.27147E-001   8.49626E-001   2.30326E-001   8.51590E-001   2.32648E-001   1.07016E+000   2.53410E-001   9.63920E-001   2.34045E-001   1.05549E+000   2.44660E-001   8.87206E-001   2.22062E-001   7.49666E-001   1.98490E-001   7.83178E-001   1.98805E-001   8.33468E-001   1.95851E-001   8.52820E-001   1.92139E-001   7.54551E-001   1.86409E-001   7.42570E-001   2.23674E-001
