     X         I1 (Y=0.3254)     Error1      I2 (Y=0.4002)     Error2      I3 (Y=0.4999)     Error3      I4 (Y=0.5963)     Error4      I5 (Y=0.6986)     Error5      I6 (Y=0.7998)     Error6      I7 (Y=0.9002)     Error7       I8 (Y=1.000)     Error8       I9 (Y=1.100)     Error9      I10 (Y=1.200)    Error10      I11 (Y=1.300)    Error11      I12 (Y=1.400)    Error12      I13 (Y=1.500)    Error13      I14 (Y=1.600)    Error14      I15 (Y=1.700)    Error15      I16 (Y=1.801)    Error16      I17 (Y=1.901)    Error17      I18 (Y=2.001)    Error18      I19 (Y=2.075)    Error19    
-6.47008E-001   7.30307E+000   4.19057E+000   2.25232E+000   2.03639E+000   3.18197E-001   1.86918E-001   1.47821E-001   6.33488E-002   2.14509E-001   8.48070E-002   2.71221E-001   1.02330E-001   3.03917E-001   1.09024E-001   3.08456E-001   1.06646E-001   2.76596E-001   1.01864E-001   2.31135E-001   9.18798E-002   2.82678E-001   9.94770E-002   3.37973E-001   1.05940E-001   3.11310E-001   1.01632E-001   3.99970E-001   1.14474E-001   3.18615E-001   9.94421E-002   2.73516E-001   9.07991E-002   3.20302E-001   9.56345E-002   3.22434E-001   1.04315E-001   3.95314E-001   1.33919E-001
-6.36871E-001   8.34689E+000   4.68632E+000   3.01242E+000   2.52322E+000   3.51059E-001   2.11845E-001   1.93019E-001   6.97238E-002   2.26990E-001   8.32235E-002   2.69261E-001   1.01249E-001   2.40197E-001   9.66613E-002   2.42031E-001   9.47510E-002   2.24555E-001   9.10652E-002   2.25836E-001   9.24003E-002   2.37734E-001   9.20070E-002   2.42319E-001   9.07448E-002   3.23613E-001   1.04559E-001   3.72097E-001   1.10413E-001   3.47165E-001   1.03685E-001   3.52856E-001   1.03097E-001   3.63892E-001   1.01513E-001   3.28970E-001   1.08084E-001   5.55351E-001   1.65182E-001
-6.26776E-001   1.47220E+001   6.29711E+000   3.96912E+000   2.99012E+000   3.79269E-001   1.99945E-001   2.11347E-001   7.32224E-002   1.58018E-001   6.86683E-002   1.60765E-001   7.70441E-002   2.66332E-001   9.97862E-002   2.38845E-001   9.57168E-002   2.28026E-001   9.20678E-002   2.84688E-001   1.02019E-001   2.36114E-001   9.23401E-002   3.16367E-001   1.05858E-001   3.23841E-001   1.05197E-001   3.28062E-001   1.04000E-001   3.42041E-001   1.02427E-001   3.37616E-001   1.01033E-001   3.75158E-001   1.03291E-001   3.73657E-001   1.10569E-001   4.15321E-001   1.41940E-001
-6.16716E-001   1.22156E+001   5.39325E+000   3.41442E+000   2.78930E+000   2.89230E-001   1.41513E-001   1.82034E-001   6.80061E-002   1.59422E-001   7.02536E-002   1.94128E-001   8.61088E-002   2.09269E-001   8.93947E-002   2.34874E-001   9.56663E-002   2.23005E-001   9.11885E-002   2.72406E-001   9.95142E-002   3.12856E-001   1.06727E-001   3.92506E-001   1.18730E-001   3.25613E-001   1.05825E-001   2.80060E-001   9.65747E-002   2.45555E-001   8.76087E-002   2.79268E-001   9.22454E-002   2.46412E-001   8.40089E-002   2.82544E-001   9.44434E-002   2.63659E-001   1.09371E-001
-6.06699E-001   9.29510E+000   4.60498E+000   2.63648E+000   2.24783E+000   3.21485E-001   1.66652E-001   1.69905E-001   6.74434E-002   1.44935E-001   6.86807E-002   2.14122E-001   9.11711E-002   2.81896E-001   1.04145E-001   3.61042E-001   1.18888E-001   3.34707E-001   1.11723E-001   2.77419E-001   1.00675E-001   2.77989E-001   1.00883E-001   3.12754E-001   1.06466E-001   3.09438E-001   1.03055E-001   2.80823E-001   9.59073E-002   3.11386E-001   9.99796E-002   3.33975E-001   9.95885E-002   2.78588E-001   9.03399E-002   2.47061E-001   9.00906E-002   3.34435E-001   1.21369E-001
-5.96719E-001   5.77808E+000   3.74691E+000   2.27805E+000   2.05663E+000   3.83063E-001   2.09300E-001   1.87454E-001   7.34419E-002   1.95045E-001   8.13820E-002   2.58080E-001   1.01001E-001   2.19822E-001   9.22228E-002   2.66602E-001   1.01640E-001   3.30014E-001   1.10736E-001   2.91209E-001   1.03324E-001   3.21609E-001   1.08500E-001   2.71304E-001   9.85782E-002   3.13269E-001   1.03155E-001   3.20897E-001   1.02389E-001   2.94351E-001   9.72854E-002   3.36275E-001   1.00267E-001   3.10761E-001   9.46954E-002   3.01574E-001   9.93814E-002   3.41474E-001   1.22567E-001
-5.86777E-001   7.67252E+000   4.78988E+000   2.32746E+000   2.33950E+000   3.37722E-001   1.83305E-001   1.71842E-001   7.08272E-002   1.91393E-001   8.58898E-002   2.07603E-001   9.07491E-002   2.08777E-001   9.03938E-002   1.81608E-001   8.43608E-002   2.52818E-001   9.70572E-002   3.47718E-001   1.12869E-001   3.00419E-001   1.04085E-001   3.25478E-001   1.05763E-001   2.84933E-001   9.87303E-002   3.29476E-001   1.04882E-001   2.66941E-001   9.20057E-002   3.67976E-001   1.06408E-001   3.99748E-001   1.07807E-001   3.49783E-001   1.06233E-001   3.28285E-001   1.24378E-001
-5.76874E-001   7.72425E+000   5.05910E+000   2.32188E+000   2.53917E+000   2.58436E-001   1.29487E-001   1.36265E-001   6.07344E-002   1.54144E-001   7.34474E-002   2.30666E-001   9.42136E-002   2.85989E-001   1.07453E-001   2.30423E-001   9.62288E-002   2.90213E-001   1.04705E-001   3.59145E-001   1.15366E-001   2.62088E-001   9.74753E-002   2.94285E-001   1.00756E-001   3.19208E-001   1.05339E-001   2.44801E-001   9.08121E-002   3.07343E-001   9.83248E-002   4.03858E-001   1.11936E-001   3.99835E-001   1.08278E-001   3.79132E-001   1.12852E-001   4.34402E-001   1.46696E-001
-5.67009E-001   9.30262E+000   5.34214E+000   2.72182E+000   2.73360E+000   2.50928E-001   1.20615E-001   1.68137E-001   6.54613E-002   1.73753E-001   7.37837E-002   3.01579E-001   1.06870E-001   2.74334E-001   1.04954E-001   2.05683E-001   9.08163E-002   2.77099E-001   1.02001E-001   3.45366E-001   1.13315E-001   2.79866E-001   1.00645E-001   3.38037E-001   1.08096E-001   4.10327E-001   1.19561E-001   3.20066E-001   1.04348E-001   3.40714E-001   1.03840E-001   3.90691E-001   1.10864E-001   3.62517E-001   1.03834E-001   3.73206E-001   1.12214E-001   4.54274E-001   1.49868E-001
-5.57182E-001   1.23748E+001   5.98879E+000   3.22994E+000   2.88295E+000   2.43980E-001   1.14045E-001   2.39033E-001   8.05397E-002   2.76281E-001   9.49842E-002   3.10782E-001   1.08527E-001   3.64012E-001   1.21523E-001   2.62554E-001   1.01622E-001   2.45113E-001   9.78373E-002   2.98963E-001   1.06143E-001   3.15142E-001   1.07275E-001   3.66458E-001   1.12956E-001   3.86588E-001   1.16395E-001   3.40400E-001   1.07580E-001   3.92103E-001   1.11976E-001   4.24015E-001   1.15351E-001   3.70972E-001   1.04942E-001   3.35809E-001   1.04875E-001   3.42656E-001   1.24426E-001
-5.47394E-001   9.15921E+000   4.79110E+000   2.64225E+000   2.45815E+000   2.69881E-001   1.15073E-001   2.38884E-001   7.95333E-002   2.34955E-001   8.75358E-002   2.95147E-001   1.05727E-001   2.77378E-001   1.05400E-001   3.03146E-001   1.09420E-001   3.26924E-001   1.14356E-001   3.42809E-001   1.14118E-001   3.40696E-001   1.12152E-001   3.10500E-001   1.05127E-001   3.94612E-001   1.18049E-001   4.29226E-001   1.21161E-001   4.52076E-001   1.19987E-001   4.05534E-001   1.10734E-001   3.91414E-001   1.07445E-001   3.89956E-001   1.12241E-001   3.37743E-001   1.22475E-001
-5.37642E-001   6.91229E+000   3.88899E+000   2.15384E+000   1.99479E+000   3.30659E-001   1.31810E-001   2.37435E-001   8.21856E-002   2.29539E-001   8.82846E-002   2.67289E-001   1.01592E-001   2.80007E-001   1.06021E-001   3.81853E-001   1.21852E-001   3.20555E-001   1.12827E-001   2.80972E-001   1.03182E-001   3.34614E-001   1.09917E-001   3.58008E-001   1.15128E-001   3.58342E-001   1.12921E-001   4.74933E-001   1.26675E-001   4.87007E-001   1.24509E-001   3.62325E-001   1.04705E-001   3.56681E-001   1.01807E-001   3.70894E-001   1.09621E-001   3.41204E-001   1.26938E-001
-5.27925E-001   6.85368E+000   4.03250E+000   2.14726E+000   2.00864E+000   3.07266E-001   1.40573E-001   2.01211E-001   7.60239E-002   2.82349E-001   1.03174E-001   2.38995E-001   9.83590E-002   2.45661E-001   9.96155E-002   3.08994E-001   1.09059E-001   2.92375E-001   1.05833E-001   2.20866E-001   9.20242E-002   3.33752E-001   1.09973E-001   3.99281E-001   1.21942E-001   3.59105E-001   1.12946E-001   3.91182E-001   1.14059E-001   3.56706E-001   1.07463E-001   3.89063E-001   1.09748E-001   3.37369E-001   9.94637E-002   3.91338E-001   1.10419E-001   2.98789E-001   1.17951E-001
-5.18249E-001   7.58654E+000   4.19491E+000   2.41671E+000   2.13374E+000   3.00747E-001   1.45420E-001   1.95509E-001   7.22826E-002   2.19511E-001   8.86499E-002   2.22468E-001   9.56491E-002   2.31842E-001   9.80852E-002   2.02854E-001   8.86741E-002   2.96475E-001   1.06213E-001   2.64885E-001   1.00228E-001   3.56142E-001   1.15687E-001   4.23808E-001   1.25959E-001   4.05972E-001   1.20328E-001   4.17310E-001   1.17848E-001   3.91455E-001   1.12186E-001   4.50651E-001   1.20179E-001   4.16645E-001   1.11594E-001   3.68601E-001   1.06862E-001   2.54776E-001   1.06287E-001
-5.08606E-001   1.02478E+001   4.76457E+000   2.95911E+000   2.40185E+000   2.88177E-001   1.39459E-001   2.00377E-001   7.39748E-002   2.32367E-001   9.21065E-002   2.97420E-001   1.11946E-001   2.32160E-001   9.95267E-002   1.96391E-001   8.79894E-002   3.85383E-001   1.21010E-001   4.00182E-001   1.23558E-001   5.07332E-001   1.38715E-001   4.09423E-001   1.22820E-001   4.46270E-001   1.28251E-001   4.75796E-001   1.26281E-001   4.46731E-001   1.20403E-001   3.95343E-001   1.12870E-001   3.79772E-001   1.06811E-001   3.98784E-001   1.11813E-001   3.22212E-001   1.18055E-001
-4.99003E-001   1.12292E+001   5.05146E+000   3.11334E+000   2.44141E+000   3.62643E-001   1.49651E-001   2.38865E-001   8.36002E-002   3.22922E-001   1.11656E-001   3.59013E-001   1.22860E-001   3.35909E-001   1.18918E-001   2.34127E-001   9.65801E-002   3.22899E-001   1.11482E-001   3.66014E-001   1.18482E-001   4.07089E-001   1.23987E-001   4.16800E-001   1.23323E-001   4.38719E-001   1.25559E-001   4.83331E-001   1.29939E-001   4.56098E-001   1.22941E-001   4.24020E-001   1.17561E-001   3.56922E-001   1.03733E-001   4.07180E-001   1.16098E-001   4.37806E-001   1.41398E-001
-4.89435E-001   6.09247E+000   3.53136E+000   2.19603E+000   1.83199E+000   3.52816E-001   1.62393E-001   2.24874E-001   8.13733E-002   3.00844E-001   1.07936E-001   3.18560E-001   1.14555E-001   4.34618E-001   1.32128E-001   3.56088E-001   1.20562E-001   3.12799E-001   1.10711E-001   3.43242E-001   1.15086E-001   3.50926E-001   1.15200E-001   4.09941E-001   1.21294E-001   4.17024E-001   1.22294E-001   4.42790E-001   1.24423E-001   4.41589E-001   1.20819E-001   4.03226E-001   1.13830E-001   3.56850E-001   1.02648E-001   4.10156E-001   1.18330E-001   4.92834E-001   1.56290E-001
-4.79905E-001   4.51068E+000   2.98501E+000   1.88695E+000   1.72125E+000   3.10607E-001   1.48697E-001   1.96434E-001   7.20415E-002   2.12472E-001   8.70366E-002   3.13723E-001   1.13865E-001   3.46468E-001   1.18633E-001   3.45620E-001   1.19459E-001   3.68593E-001   1.20366E-001   3.72081E-001   1.20130E-001   3.60885E-001   1.17520E-001   3.24446E-001   1.08610E-001   3.87403E-001   1.18578E-001   4.55994E-001   1.27184E-001   4.54746E-001   1.22867E-001   4.20351E-001   1.14573E-001   4.05320E-001   1.09688E-001   4.32526E-001   1.19772E-001   3.97535E-001   1.37605E-001
-4.70411E-001   1.04475E+001   5.07498E+000   2.72911E+000   2.39255E+000   2.74337E-001   1.32208E-001   2.33627E-001   7.80559E-002   2.30174E-001   9.05543E-002   3.02795E-001   1.12371E-001   3.12287E-001   1.13079E-001   2.66141E-001   1.05005E-001   3.57675E-001   1.19045E-001   3.74305E-001   1.20547E-001   3.57877E-001   1.17478E-001   3.32133E-001   1.10270E-001   3.54351E-001   1.13055E-001   4.58814E-001   1.28005E-001   4.44307E-001   1.21902E-001   4.19080E-001   1.14258E-001   5.56492E-001   1.28815E-001   5.09784E-001   1.28412E-001   4.72505E-001   1.45716E-001
-4.60952E-001   9.90473E+000   4.88465E+000   3.02028E+000   2.50194E+000   2.97946E-001   1.40078E-001   2.16691E-001   7.73282E-002   2.88633E-001   1.03932E-001   2.85470E-001   1.09230E-001   2.91240E-001   1.09876E-001   3.55446E-001   1.22496E-001   3.66452E-001   1.21003E-001   4.27802E-001   1.29342E-001   4.08798E-001   1.25717E-001   3.72105E-001   1.16710E-001   4.48720E-001   1.27147E-001   4.81067E-001   1.28623E-001   4.93944E-001   1.29803E-001   4.57954E-001   1.20341E-001   4.92398E-001   1.21733E-001   4.88799E-001   1.26096E-001   4.58394E-001   1.42790E-001
-4.51529E-001   9.12881E+000   4.92188E+000   2.69989E+000   2.49366E+000   2.99392E-001   1.28786E-001   2.33424E-001   8.03620E-002   2.77736E-001   1.01131E-001   2.99094E-001   1.12467E-001   3.01819E-001   1.11898E-001   4.26562E-001   1.33728E-001   4.05666E-001   1.28113E-001   4.46110E-001   1.32218E-001   4.82264E-001   1.36566E-001   3.98097E-001   1.21357E-001   4.23652E-001   1.24119E-001   4.41538E-001   1.22955E-001   5.09385E-001   1.30385E-001   4.54565E-001   1.21966E-001   4.09040E-001   1.11344E-001   4.56919E-001   1.22021E-001   4.12461E-001   1.36231E-001
-4.42141E-001   1.08055E+001   5.43529E+000   3.01209E+000   2.67323E+000   2.74704E-001   1.27469E-001   1.85574E-001   7.11821E-002   2.15277E-001   8.89877E-002   2.90967E-001   1.10739E-001   3.16753E-001   1.13964E-001   3.52446E-001   1.20009E-001   3.81505E-001   1.25972E-001   4.17038E-001   1.28605E-001   3.95853E-001   1.22352E-001   3.96649E-001   1.23500E-001   4.39751E-001   1.27767E-001   4.05698E-001   1.18124E-001   4.33723E-001   1.20401E-001   3.91970E-001   1.12724E-001   4.59405E-001   1.16579E-001   5.00273E-001   1.29069E-001   4.35138E-001   1.45880E-001
-4.32790E-001   9.24216E+000   4.92261E+000   2.95467E+000   2.45132E+000   3.38603E-001   1.57828E-001   1.38530E-001   6.15717E-002   2.30923E-001   9.26920E-002   3.95295E-001   1.26710E-001   3.49066E-001   1.20693E-001   4.15999E-001   1.29908E-001   4.41248E-001   1.36744E-001   3.54745E-001   1.18891E-001   3.96890E-001   1.21836E-001   4.18573E-001   1.27308E-001   5.15753E-001   1.38420E-001   5.41917E-001   1.36597E-001   4.81621E-001   1.27037E-001   4.45100E-001   1.20277E-001   4.35637E-001   1.14065E-001   5.41466E-001   1.36448E-001   5.70843E-001   1.70176E-001
-4.23472E-001   6.31926E+000   3.62286E+000   2.26103E+000   1.87504E+000   3.66286E-001   1.56162E-001   1.92469E-001   7.64863E-002   2.76037E-001   1.02741E-001   3.89229E-001   1.26376E-001   3.72166E-001   1.25752E-001   3.75281E-001   1.23994E-001   3.24165E-001   1.16302E-001   3.35112E-001   1.15515E-001   3.04869E-001   1.07659E-001   3.72718E-001   1.19611E-001   4.45110E-001   1.27454E-001   5.74244E-001   1.42692E-001   5.97561E-001   1.41831E-001   5.48409E-001   1.33137E-001   4.14812E-001   1.13272E-001   4.46670E-001   1.25310E-001   5.43750E-001   1.61839E-001
-4.14192E-001   6.15535E+000   3.17430E+000   1.90519E+000   1.65419E+000   3.05531E-001   1.31092E-001   2.72459E-001   9.15885E-002   2.83021E-001   1.07717E-001   3.19194E-001   1.15436E-001   3.17446E-001   1.16155E-001   2.82977E-001   1.07560E-001   2.54116E-001   1.00950E-001   2.75287E-001   1.04892E-001   3.48460E-001   1.16954E-001   4.20552E-001   1.25826E-001   4.95325E-001   1.35988E-001   5.68918E-001   1.43775E-001   5.34407E-001   1.34895E-001   5.54337E-001   1.33404E-001   4.38211E-001   1.16610E-001   3.37658E-001   1.08681E-001   4.01241E-001   1.37301E-001
-4.04945E-001   7.24791E+000   4.00458E+000   2.10034E+000   1.99616E+000   3.14035E-001   1.25724E-001   2.31409E-001   8.28606E-002   2.93942E-001   1.06248E-001   3.48419E-001   1.20475E-001   3.22307E-001   1.17573E-001   3.52389E-001   1.19698E-001   3.71505E-001   1.21871E-001   3.08074E-001   1.11064E-001   3.49866E-001   1.17077E-001   4.28584E-001   1.26807E-001   4.74306E-001   1.33749E-001   5.19219E-001   1.37742E-001   4.91028E-001   1.29199E-001   5.36189E-001   1.31140E-001   4.15271E-001   1.13589E-001   3.62850E-001   1.11670E-001   3.45451E-001   1.29339E-001
-3.95731E-001   6.88366E+000   4.22464E+000   2.19488E+000   2.03285E+000   3.26791E-001   1.29083E-001   2.48674E-001   8.55294E-002   2.76050E-001   1.01880E-001   3.08913E-001   1.13979E-001   4.83627E-001   1.45144E-001   5.20979E-001   1.46417E-001   4.04482E-001   1.27337E-001   4.02213E-001   1.26923E-001   4.40806E-001   1.31843E-001   4.08303E-001   1.24378E-001   4.61111E-001   1.31357E-001   4.94639E-001   1.33586E-001   4.96096E-001   1.30244E-001   5.56415E-001   1.34344E-001   4.80191E-001   1.22206E-001   4.04280E-001   1.19137E-001   4.20930E-001   1.49070E-001
-3.86554E-001   5.39042E+000   2.80833E+000   1.84403E+000   1.51468E+000   3.83475E-001   1.36555E-001   2.59512E-001   8.74774E-002   2.75708E-001   1.03559E-001   3.61623E-001   1.23312E-001   4.61524E-001   1.41681E-001   5.09821E-001   1.44983E-001   4.50938E-001   1.35116E-001   4.80389E-001   1.39045E-001   3.93340E-001   1.24849E-001   4.27227E-001   1.27254E-001   4.63954E-001   1.31726E-001   4.72656E-001   1.29117E-001   5.28126E-001   1.34695E-001   4.88477E-001   1.27704E-001   4.78953E-001   1.20996E-001   4.53660E-001   1.26596E-001   4.87618E-001   1.61151E-001
-3.77411E-001   4.60652E+000   2.53902E+000   1.63031E+000   1.32705E+000   3.77644E-001   1.34862E-001   2.58127E-001   9.09993E-002   2.74843E-001   1.03894E-001   3.22854E-001   1.18864E-001   3.25645E-001   1.19516E-001   3.78512E-001   1.25302E-001   5.23598E-001   1.45860E-001   4.39045E-001   1.33374E-001   4.16052E-001   1.29213E-001   4.61781E-001   1.32661E-001   5.44034E-001   1.43174E-001   5.38994E-001   1.37419E-001   4.86618E-001   1.29215E-001   4.42247E-001   1.21991E-001   4.16235E-001   1.13137E-001   3.92875E-001   1.16914E-001   3.79873E-001   1.36293E-001
-3.68302E-001   6.55126E+000   3.54798E+000   2.07178E+000   1.76714E+000   3.18509E-001   1.26276E-001   2.45259E-001   8.82708E-002   3.35030E-001   1.13859E-001   4.63052E-001   1.43371E-001   4.03776E-001   1.34411E-001   3.99531E-001   1.29502E-001   4.53555E-001   1.36542E-001   4.31081E-001   1.32782E-001   4.34758E-001   1.32134E-001   3.90364E-001   1.22682E-001   4.98223E-001   1.36927E-001   5.11851E-001   1.34246E-001   3.60165E-001   1.10702E-001   3.57226E-001   1.08352E-001   3.52114E-001   1.05144E-001   3.56730E-001   1.13398E-001   4.35632E-001   1.45375E-001
-3.59228E-001   7.60426E+000   4.07859E+000   2.27076E+000   2.02021E+000   3.43366E-001   1.25446E-001   2.96405E-001   9.20351E-002   3.60816E-001   1.16282E-001   3.69349E-001   1.27179E-001   3.90598E-001   1.30397E-001   4.15867E-001   1.34782E-001   3.91902E-001   1.28304E-001   4.21485E-001   1.31113E-001   3.94642E-001   1.25299E-001   4.93600E-001   1.37611E-001   5.38635E-001   1.42781E-001   5.26308E-001   1.36400E-001   4.47862E-001   1.23629E-001   4.45699E-001   1.20778E-001   4.47584E-001   1.18511E-001   4.60491E-001   1.30788E-001   6.42155E-001   1.80596E-001
-3.50187E-001   6.17017E+000   3.71576E+000   1.89775E+000   1.81845E+000   3.27891E-001   1.19669E-001   2.93955E-001   9.51698E-002   3.44821E-001   1.18952E-001   3.24096E-001   1.19758E-001   4.21421E-001   1.35138E-001   4.91490E-001   1.47374E-001   4.24535E-001   1.34077E-001   4.38820E-001   1.33075E-001   5.20111E-001   1.41777E-001   5.18295E-001   1.42157E-001   6.19544E-001   1.51466E-001   5.28056E-001   1.38659E-001   5.26747E-001   1.35761E-001   5.03824E-001   1.28956E-001   5.17919E-001   1.27543E-001   5.40344E-001   1.38535E-001   6.11178E-001   1.78964E-001
-3.41179E-001   4.55054E+000   2.42737E+000   1.60815E+000   1.31871E+000   4.24320E-001   1.37317E-001   3.16188E-001   1.00217E-001   3.78159E-001   1.27198E-001   4.84356E-001   1.48570E-001   4.19451E-001   1.35905E-001   4.98521E-001   1.48159E-001   5.54908E-001   1.53198E-001   4.45216E-001   1.34082E-001   4.68271E-001   1.34782E-001   5.04559E-001   1.40794E-001   5.94876E-001   1.49690E-001   5.81780E-001   1.47500E-001   4.71527E-001   1.29283E-001   4.91168E-001   1.27615E-001   5.78194E-001   1.35064E-001   5.18996E-001   1.32111E-001   4.13768E-001   1.41226E-001
-3.32207E-001   4.47420E+000   2.03953E+000   1.56691E+000   9.83495E-001   3.97069E-001   1.39008E-001   2.71278E-001   9.04669E-002   3.48273E-001   1.22539E-001   4.76083E-001   1.47798E-001   4.12788E-001   1.35212E-001   5.30760E-001   1.53137E-001   5.51409E-001   1.52569E-001   3.95786E-001   1.26899E-001   4.04822E-001   1.25375E-001   5.38585E-001   1.44098E-001   5.35490E-001   1.44619E-001   5.18172E-001   1.39533E-001   4.88597E-001   1.31330E-001   4.90582E-001   1.27766E-001   5.74158E-001   1.33915E-001   4.61963E-001   1.25271E-001   4.30597E-001   1.43700E-001
-3.23266E-001   2.72281E+000   1.54300E+000   1.20440E+000   8.74444E-001   3.40432E-001   1.27969E-001   2.07685E-001   7.65373E-002   2.02588E-001   9.16528E-002   3.01515E-001   1.16537E-001   4.83844E-001   1.45118E-001   5.59079E-001   1.57497E-001   5.58299E-001   1.53662E-001   4.93711E-001   1.42450E-001   4.33057E-001   1.30486E-001   4.96092E-001   1.38811E-001   5.36490E-001   1.44384E-001   5.78491E-001   1.46663E-001   6.40472E-001   1.48863E-001   6.23759E-001   1.46619E-001   5.51290E-001   1.31965E-001   4.62192E-001   1.25932E-001   3.80214E-001   1.34978E-001
-3.14359E-001   4.88060E+000   2.71912E+000   1.64709E+000   1.44487E+000   2.86216E-001   1.16206E-001   1.78943E-001   7.15797E-002   2.57719E-001   1.01500E-001   3.15981E-001   1.18866E-001   4.35615E-001   1.37265E-001   4.50425E-001   1.38894E-001   4.22609E-001   1.35083E-001   5.01951E-001   1.42573E-001   5.15171E-001   1.45375E-001   4.24139E-001   1.29543E-001   5.31919E-001   1.43512E-001   6.30885E-001   1.50991E-001   6.14428E-001   1.47715E-001   6.27730E-001   1.48110E-001   5.54766E-001   1.33011E-001   5.00263E-001   1.32272E-001   4.86867E-001   1.55341E-001
-3.05485E-001   7.88044E+000   3.89447E+000   2.12784E+000   1.78883E+000   3.13828E-001   1.17120E-001   2.78742E-001   8.95357E-002   3.51123E-001   1.18356E-001   4.54597E-001   1.44234E-001   3.77101E-001   1.28435E-001   4.11539E-001   1.31921E-001   4.13887E-001   1.32053E-001   4.01223E-001   1.29334E-001   3.86599E-001   1.25982E-001   4.99774E-001   1.40431E-001   5.67966E-001   1.49245E-001   5.37957E-001   1.39939E-001   5.69051E-001   1.42373E-001   5.06120E-001   1.31979E-001   5.26609E-001   1.30194E-001   6.10687E-001   1.44592E-001   5.21213E-001   1.63735E-001
-2.96645E-001   4.39337E+000   2.80662E+000   1.60620E+000   1.60559E+000   3.63340E-001   1.22442E-001   3.19050E-001   9.94290E-002   3.86866E-001   1.26748E-001   4.21944E-001   1.39237E-001   3.26270E-001   1.20150E-001   3.95306E-001   1.29394E-001   4.06171E-001   1.30825E-001   4.09265E-001   1.31472E-001   3.80836E-001   1.25401E-001   5.50004E-001   1.47431E-001   5.56287E-001   1.47664E-001   5.22159E-001   1.38628E-001   6.09628E-001   1.47548E-001   4.98512E-001   1.30394E-001   5.59698E-001   1.34081E-001   6.00020E-001   1.43400E-001   5.25732E-001   1.60330E-001
-2.87837E-001   4.72201E+000   3.33415E+000   1.38417E+000   1.52235E+000   3.17924E-001   1.11331E-001   2.83845E-001   9.72499E-002   3.32404E-001   1.17814E-001   3.70470E-001   1.28343E-001   3.48853E-001   1.25547E-001   4.29353E-001   1.36294E-001   4.25023E-001   1.34467E-001   4.50154E-001   1.38323E-001   4.75953E-001   1.40488E-001   4.94920E-001   1.40984E-001   6.09801E-001   1.55225E-001   6.06110E-001   1.49494E-001   4.72577E-001   1.29471E-001   5.53993E-001   1.36360E-001   5.71018E-001   1.34227E-001   6.07398E-001   1.47092E-001   6.50866E-001   1.79913E-001
-2.79060E-001   3.40689E+000   2.42655E+000   1.22098E+000   1.33786E+000   2.80973E-001   1.05186E-001   3.22569E-001   1.05671E-001   4.38194E-001   1.35770E-001   4.60360E-001   1.43049E-001   5.76446E-001   1.63000E-001   5.77256E-001   1.59103E-001   5.27939E-001   1.50581E-001   4.98015E-001   1.45973E-001   5.46707E-001   1.51510E-001   6.43688E-001   1.60867E-001   5.76384E-001   1.50099E-001   5.76153E-001   1.46364E-001   4.78299E-001   1.30861E-001   5.99222E-001   1.41849E-001   6.21174E-001   1.40467E-001   6.23074E-001   1.52248E-001   7.56510E-001   1.96041E-001
-2.70317E-001   5.32657E+000   2.76297E+000   1.61259E+000   1.40639E+000   3.15393E-001   1.18652E-001   4.18349E-001   1.18523E-001   4.89883E-001   1.44846E-001   5.01563E-001   1.49942E-001   6.13970E-001   1.68002E-001   6.50334E-001   1.69001E-001   5.30579E-001   1.51045E-001   5.57846E-001   1.54500E-001   6.59986E-001   1.67026E-001   6.47102E-001   1.60820E-001   6.51127E-001   1.58156E-001   5.95821E-001   1.50620E-001   5.72120E-001   1.44442E-001   5.92052E-001   1.42048E-001   6.51886E-001   1.44066E-001   6.18445E-001   1.52732E-001   8.40580E-001   2.08991E-001
-2.61607E-001   7.26084E+000   3.66101E+000   2.16165E+000   1.80389E+000   4.11836E-001   1.39272E-001   4.61843E-001   1.21276E-001   4.03934E-001   1.27187E-001   5.02100E-001   1.50359E-001   5.33597E-001   1.56995E-001   6.73282E-001   1.72106E-001   6.83640E-001   1.71268E-001   5.89164E-001   1.58430E-001   5.69441E-001   1.53474E-001   6.19031E-001   1.59391E-001   6.59336E-001   1.59794E-001   5.74407E-001   1.47386E-001   5.62487E-001   1.41635E-001   6.74956E-001   1.53648E-001   7.59674E-001   1.55961E-001   6.77008E-001   1.56866E-001   6.98859E-001   1.92652E-001
-2.52927E-001   5.96589E+000   3.53108E+000   1.83392E+000   1.72570E+000   3.79547E-001   1.32478E-001   4.04275E-001   1.10185E-001   4.16468E-001   1.31249E-001   5.57119E-001   1.58479E-001   5.55373E-001   1.61371E-001   5.65432E-001   1.58333E-001   5.83981E-001   1.59024E-001   6.88707E-001   1.71290E-001   5.85595E-001   1.54772E-001   5.82548E-001   1.53703E-001   6.90354E-001   1.66356E-001   6.14066E-001   1.52005E-001   6.19317E-001   1.50443E-001   7.25848E-001   1.58835E-001   7.75863E-001   1.59753E-001   7.48667E-001   1.64371E-001   8.13788E-001   2.04660E-001
